8/31/2020,PV-20-2055,Public Nuisance,Public Nuisance,"454 MEREDITH ST, HIGH POINT NC 27260",454 MEREDITH ST,454,MEREDITH,ST,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2056,Public Nuisance,Public Nuisance,"806 MEREDITH ST, HIGH POINT NC 27260",806 MEREDITH ST,806,MEREDITH,ST,Closed - Lien Filed,Public Nuisance
8/31/2020,PV-20-2057,Public Nuisance,Public Nuisance,"1208 FURLOUGH AV, HIGH POINT NC 27260",1208 FURLOUGH AV,1208,FURLOUGH,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2058,Public Nuisance,Public Nuisance,"1213 FURLOUGH AV, HIGH POINT NC 27260",1213 FURLOUGH AV,1213,FURLOUGH,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2059,Public Nuisance,Public Nuisance,"1314 FURLOUGH AV, HIGH POINT NC 27260",1314 FURLOUGH AV,1314,FURLOUGH,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2060,Public Nuisance,Public Nuisance,"1211 FRANKLIN AV, HIGH POINT NC 27260",1211 FRANKLIN AV,1211,FRANKLIN,AV,Closed - Lien Filed,Public Nuisance
8/31/2020,PV-20-2061,Public Nuisance,Public Nuisance,"1221 FRANKLIN AV, HIGH POINT NC 27260",1221 FRANKLIN AV,1221,FRANKLIN,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2062,Public Nuisance,Public Nuisance,"1239 FRANKLIN AV, HIGH POINT NC 27260",1239 FRANKLIN AV,1239,FRANKLIN,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2063,Public Nuisance,Public Nuisance,"1310 FRANKLIN AV, HIGH POINT NC 27260",1310 FRANKLIN AV,1310,FRANKLIN,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2064,Public Nuisance,Public Nuisance,"1318 FRANKLIN AV, HIGH POINT NC 27260",1318 FRANKLIN AV,1318,FRANKLIN,AV,Closed - Lien Filed,Public Nuisance
8/31/2020,PV-20-2065,Public Nuisance,Public Nuisance,"1401 FRANKLIN AV, HIGH POINT NC 27260",1401 FRANKLIN AV,1401,FRANKLIN,AV,Closed - Lien Filed,Public Nuisance
8/31/2020,PV-20-2066,Public Nuisance,Public Nuisance,"1506 FRANKLIN AV, HIGH POINT NC 27260",1506 FRANKLIN AV,1506,FRANKLIN,AV,Closed - Lien Filed,Public Nuisance
8/31/2020,PV-20-2067,Public Nuisance,Public Nuisance,"1809 FRANKLIN AV, HIGH POINT NC 27260",1809 FRANKLIN AV,1809,FRANKLIN,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2068,Public Nuisance,Public Nuisance,"1803 FRANKLIN AV, HIGH POINT NC 27260",1803 FRANKLIN AV,1803,FRANKLIN,AV,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2069,Public Nuisance,Public Nuisance - Securing,"1504 FRANKLIN AV, HIGH POINT NC 27260",1504 FRANKLIN AV,1504,FRANKLIN,AV,Closed - Owner Corrected,Public Nuisance - Securing
8/31/2020,PV-20-2070,Public Nuisance,Public Nuisance,"617 CAUDELL PL, HIGH POINT NC 27260",617 CAUDELL PL,617,CAUDELL,PL,Closed - Lien Filed,Public Nuisance
8/31/2020,PV-20-2071,Public Nuisance,Public Nuisance,"1101 CARTER ST, HIGH POINT NC 27260",1101 CARTER ST,1101,CARTER,ST,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2072,Public Nuisance,Public Nuisance,"2109 GREEN DR, HIGH POINT NC 27260",2109 GREEN DR,2109,GREEN,DR,Closed - Owner Corrected,Public Nuisance
8/31/2020,PV-20-2073,Public Nuisance,Public Nuisance,"2103 GREEN DR, HIGH POINT NC 27260",2103 GREEN DR,2103,GREEN,DR,Closed - Owner Corrected,Public Nuisance
