WAS21-0712,31041 NICOLAS RD :29,957140006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0713,31143 NICOLAS RD :29,957140010,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0714,31061 NICOLAS RD PM 15421:2,957140012,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0715,31087 NICOLAS RD :29,957140013,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0716,31225 NICOLAS RD PM 8847:1,957150001,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0717,31205 NICOLAS RD PM 8847:2,957150002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0718,31270 TOMMY LN PM 13678:1,957150005,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0719,31280 TOMMY LN PM 13678:2,957150006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0720,31290 TOMMY LN PM 13678:3,957150007,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0721,39930 CALLE MEDUSA PM 6228:1,957150013,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0722,31744 CALLE GIRASOL PM 6228:3,957150019,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0723,40183 WALCOTT LN PM 7911:2,957170021,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0724,39445 PALA VISTA DR PM 10838:3,957340021,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0725,39195 LIEFER RD :34,957340026,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0726,39275 LIEFER RD PM 10426:2,957340028,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0727,39318 KIMBERLY LN PM 10426:1,957340029,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0728,39330 KIMBERLY LN PM 6568:2,957340030,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0729,39310 KIMBERLY LN PM 6568:2,957340031,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0730,39293 KIMBERLY LN PM 6568:3,957340033,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0731,39401 LIEFER RD PM 6791:4,957340034,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0732,39310 GREENWOOD LN PM 6791:4,957340035,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0733,39430 LIEFER RD PM 6791:1,957340039,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0734,39415 LIEFER RD PM 6791:1,957340040,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0735,39451 LIEFER RD :31,957340041,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0736,39421 LIEFER RD :31,957340042,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0737,39511 LIEFER RD :31,957340044,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0738,39519 LIEFER RD :31,957340045,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0739,31862 CAMINO CIELO :36,957340066,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0740,39340 JESSIE CIR :36,957340067,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0741,31103 JEDEDIAH SMITH RD TR 9833:12,959010011,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0742,43973 EL LUCERO PL TR 9833:15,959010014,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0743,43950 EL LUCERO PL TR 9833:17,959010016,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0744,31520 JEDEDIAH SMITH RD TR 9833-1:1,959020001,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0745,43710 PIASANO PL TR 9833-1:6,959020006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0746,31475 JEDEDIAH SMITH RD TR 9833-1:10,959020010,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0747,31647 PIO PICO RD TR 9833-1:24,959020024,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0748,31655 PIO PICO RD TR 9833-1:25,959020025,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0749,31705 PIO PICO RD TR 9833-1:27,959020027,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0750,43905 MARGARITA RD TR 9833-1:28,959020028,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0751,30390 DE PORTOLA RD TR 3752:5,959030002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0752,30033 DE PORTOLA RD TR 3752:46,959030009,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0753,30275 JEDEDIAH SMITH RD TR 3752:47,959030010,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0754,31466 JEDEDIAH SMITH RD TR 9833-1:2,959020002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0755,30355 DE PORTOLA RD TR 3752:41,959030015,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0756,30375 DE PORTOLA RD TR 3752:40,959030016,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0757,43500 VILLA DEL SUR DR TR 3752:17,959040003,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0759,44750 VILLA DEL SUR DR TR 3752:15,959040005,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0760,43805 VILLA DEL SUR DR TR 3752:14,959040006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0761,30850 DE PORTOLA RD TR 3752:13,959040007,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0762,43510 VERDE DR TR 3752:12,959040008,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0763,44509 VERDE DR TR 3752:9,959040011,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0764,30600 DE PORTOLA RD TR 3752:8,959040012,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0765,30605 DE PORTOLA RD TR 3752:36,959040015,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0766,30851 DE PORTOLA RD TR 3752:32,959040019,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0767,30955 DE PORTOLA RD TR 3752:29,959040022,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0768,31531 PIO PICO RD TR 3752:20,959050001,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0769,43939 MARGARITA RD TR 3752:23,959050004,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0770,0 PM 30798:2,959060014,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0771,0 PM 30798:2,959060015,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0772,0 PM 30798:3,959060016,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0773,31300 RANCHO COMMUNITY WAY PM 30798:6,959060020,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0774,0 PM 30798:9,959070015,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0775,31300 RANCHO COMMUNITY WAY PM 30798:7,959070034,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0776,31700 TEMECULA PKY PM 32468:1,959080026,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds
WAS21-0777,32020 TEMECULA PKY :,959090008,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0778,32155 TEMECULA PKY TR 23172:9999,960010045,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0779,32225 TEMECULA PKY TR 23172:9999,960010047,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0780,32401 HUPP DR TR 23174-4:76,960051024,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0781,33346 CALLE ALFREDO TR 23173:26,960233011,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0782,33338 CALLE ALFREDO TR 23173:27,960233012,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0783,33330 CALLE ALFREDO TR 23173:28,960233013,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0784,44682 LABETA CIR TR 23173-4:39,960271004,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0785,44691 LABETA CIR TR 23173-4:40,960271005,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0786,44686 CALLE HILARIO TR 23173-4:112,960271045,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0787,33314 CALLE ALFREDO TR 23173:79,960282001,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0788,33306 CALLE ALFREDO TR 23173:80,960282002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0789,33298 CALLE ALFREDO TR 23173:81,960282003,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0790,33290 CALLE ALFREDO TR 23173:82,960282004,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0791,44785 CAMINO ALAMOSA TR 23173:83,960282005,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0792,44828 MUIRFIELD DR TR 21067:35,961033001,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0793,44840 MUIRFIELD DR TR 21067:36,961033002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0794,44852 MUIRFIELD DR TR 21067:37,961033003,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0795,44864 MUIRFIELD DR TR 21067:38,961033004,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0796,44876 MUIRFIELD DR TR 21067:39,961033005,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0797,44888 MUIRFIELD DR TR 21067:40,961033006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0798,44900 MUIRFIELD DR TR 21067:41,961033007,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0799,44912 MUIRFIELD DR TR 21067:42,961043001,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0800,44924 MUIRFIELD DR TR 21067:43,961043002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0801,44936 MUIRFIELD DR TR 21067:44,961043003,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0802,44948 MUIRFIELD DR TR 21067:45,961043004,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0803,44960 MUIRFIELD DR TR 21067:46,961043005,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0804,44972 MUIRFIELD DR TR 21067:47,961043006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0805,44984 MUIRFIELD DR TR 21067:48,961043007,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0806,44994 MUIRFIELD DR TR 21067:49,961043008,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0807,45004 MUIRFIELD DR TR 21067:50,961043009,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0808,45014 MUIRFIELD DR TR 21067:51,961043010,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0809,45024 MUIRFIELD DR TR 21067:52,961043012,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0810,31883 VIA RIO TEMECULA RD PM 27987:2,961080023,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0811,33476 WOLFE ST TR 26941:1,965220006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0812,44700 PECHANGA PKY PM 11984:4,961440006,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0813,33434 WOLFE ST TR 26941:2,965220007,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0814,42502 MUSILEK PL TR 26941:9,965220014,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0815,41455 VIA DEL MONTE TR 26941:10,965220015,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0816,42521 MUSILEK PL TR 26941:11,965220016,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0817,0 PM 6428:10,965410002,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0818,44302 NIGHTHAWK PASS TR 23067-5:67,966121017,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0819,44302 NIGHTHAWK PASS TR 23067-5:67,966130016,CE - Weed Abatement w/Structures,Investigating,3/16/2021,Weeds 
WAS21-0910,27624 JEFFERSON AVE PM 23830:3,921480074,CE - Weed Abatement w/Structures,Investigating,3/30/2021,Weeds #572273
