1/20/2021,INV21-01137,"528 N BRADLEY AVE, INDIANAPOLIS IN 46201",528 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01138,"617 N SHERMAN DR, INDIANAPOLIS IN 46201",617 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01139,"703 N SHERMAN DR, INDIANAPOLIS IN 46201",703 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01140,"951 N SHERMAN DR, INDIANAPOLIS IN 46201",951 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01141,"948 N BRADLEY AVE, INDIANAPOLIS IN 46201",948 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01142,"944 N BRADLEY AVE, INDIANAPOLIS IN 46201",944 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01143,"938 N BRADLEY AVE, INDIANAPOLIS IN 46201",938 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01144,"1242 UNION ST, INDIANAPOLIS IN 46225",1242 UNION ST,", INDIANAPOLIS IN 46225",Investigation - Building,Closed
1/20/2021,INV21-01145,"935 N SHERMAN DR, INDIANAPOLIS IN 46201",935 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01146,"2417 WILDBRIAR CT, INDIANAPOLIS IN 46229",2417 WILDBRIAR CT,", INDIANAPOLIS IN 46229",Investigation-Zoning,Closed
1/20/2021,INV21-01147,"932 N BRADLEY AVE, INDIANAPOLIS IN 46201",932 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01148,"920 N BRADLEY AVE, INDIANAPOLIS IN 46201",920 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01149,"826 N BRADLEY AVE, INDIANAPOLIS IN 46201",826 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01150,"2802 W 16TH ST, INDIANAPOLIS IN 46222",2802 W 16TH ST,", INDIANAPOLIS IN 46222",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01151,"818 N BRADLEY AVE, INDIANAPOLIS IN 46201",818 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01152,"822 N BRADLEY AVE, INDIANAPOLIS IN 46201",822 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01153,"727 N SHERMAN DR, INDIANAPOLIS IN 46201",727 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01154,"719 N SHERMAN DR, INDIANAPOLIS IN 46201",719 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01155,"4115 VERA DR, INDIANAPOLIS IN 46220",4115 VERA DR,", INDIANAPOLIS IN 46220",Investigation-Zoning,"Closed, VIO"
1/20/2021,INV21-01156,"302 N BRADLEY AVE, INDIANAPOLIS IN 46201",302 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01157,"3801 E NEW YORK ST, INDIANAPOLIS IN 46201",3801 E NEW YORK ST,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, Notice"
1/20/2021,INV21-01158,"101 N SHERMAN DR, INDIANAPOLIS IN 46201",101 N SHERMAN DR,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, VIO"
1/20/2021,INV21-01159,"56 N BRADLEY AVE, INDIANAPOLIS IN 46201",56 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01160,"48 N BRADLEY AVE, INDIANAPOLIS IN 46201",48 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01161,"36 N BRADLEY AVE, INDIANAPOLIS IN 46201",36 N BRADLEY AVE,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/20/2021,INV21-01162,"4939 N POST RD, LAWRENCE IN 46236",4939 N POST RD,", LAWRENCE IN 46236",Investigation-Zoning,Closed
1/20/2021,INV21-01163,"2939 SCHOFIELD AVE, INDIANAPOLIS IN 46218",2939 SCHOFIELD AVE,", INDIANAPOLIS IN 46218",Investigation-Zoning,Closed
1/20/2021,INV21-01164,"26 N KEALING AVE, INDIANAPOLIS IN 46201",26 N KEALING AVE,", INDIANAPOLIS IN 46201",Investigation - Building,"Closed, VIO"
1/20/2021,INV21-01165,"5450 E 21ST ST, INDIANAPOLIS IN 46218",5450 E 21ST ST,", INDIANAPOLIS IN 46218",Investigation-Zoning,Closed
1/20/2021,INV21-01166,"1638 N BELLEVIEW PL, INDIANAPOLIS IN 46222",1638 N BELLEVIEW PL,", INDIANAPOLIS IN 46222",Investigation - Trash,Closed
1/20/2021,INV21-01167,"1934 N KEYSTONE AVE, INDIANAPOLIS IN 46218",1934 N KEYSTONE AVE,", INDIANAPOLIS IN 46218",Investigation - Trash,Closed
1/20/2021,INV21-01168,"1348 N EWING ST, INDIANAPOLIS IN 46201",1348 N EWING ST,", INDIANAPOLIS IN 46201",Investigation - Building,Closed
1/20/2021,INV21-01169,"8310 EHLERBROOK RD, INDIANAPOLIS IN 46237",8310 EHLERBROOK RD,", INDIANAPOLIS IN 46237",Investigation-Zoning,"Closed, VIO"
1/20/2021,INV21-01170,"3125 DANDY TRAIL, INDIANAPOLIS IN 46214",3125 DANDY TRAIL,", INDIANAPOLIS IN 46214",Investigation-Zoning,"Closed, VIO"
1/20/2021,INV21-01171,"4011 E MINNESOTA ST, INDIANAPOLIS IN 46203",4011 E MINNESOTA ST,", INDIANAPOLIS IN 46203",Investigation-Zoning,"Closed, VIO"
1/20/2021,INV21-01172,"1402 N ALABAMA ST, INDIANAPOLIS IN 46202",1402 N ALABAMA ST,", INDIANAPOLIS IN 46202",Investigation - Trash,Closed
1/20/2021,INV21-01173,"14 W BANTA RD, INDIANAPOLIS IN 46217",14 W BANTA RD,", INDIANAPOLIS IN 46217",Investigation-Zoning,Closed
1/20/2021,INV21-01174,"4940 W 56TH ST, INDIANAPOLIS IN 46254",4940 W 56TH ST,", INDIANAPOLIS IN 46254",Investigation - Trash,"Closed, Refer to DPW"
1/20/2021,INV21-01175,"2975 STUART ST, INDIANAPOLIS IN 46218",2975 STUART ST,", INDIANAPOLIS IN 46218",Investigation - Trash,Closed
1/20/2021,INV21-01176,4202 S HARDING ST,4202 S HARDING ST,,Investigation - Building,Closed
