4824031,20 027222,1019 WHITE BEAR AVE N,1019,WHITE BEAR,N,Vehicle/Abandoned,4/17/2020 0:00,217981,MARTINL,No,,,,, 
4812610,20 015792,657 CANTON ST ,657,CANTON,,Vehicle/Abandoned,2/26/2020 0:00,175932,PARISIJU,No,,,,, 
4863355,20 066562,657 CANTON ST ,657,CANTON,,Vehicle/Abandoned,8/18/2020 0:00,175932,PARISIJU,No,,,,, 
4862178,20 065385,748 REANEY AVE ,748,REANEY,,Vehicle/Abandoned,8/14/2020 0:00,141664,YANGKAO,No,,,,,Field Find
4887312,20 090530,    ,,,,Vehicle/Abandoned,11/9/2020 0:00,0,YANGKAO,No,,,,, 
4895827,20 099047,    ,,,,Vehicle/Abandoned,12/14/2020 0:00,0,KOSKIKE,No,,,,, 
4835210,20 038410,587 ELFELT ST ,587,ELFELT,,Vehicle/Abandoned,6/1/2020 0:00,204872,KOSKIKE,No,,,,, 
4827662,20 030859,351 COOK AVE E,351,COOK,E,Vehicle/Abandoned,5/1/2020 0:00,129426,HESSEDA,No,,,,, 
4841605,20 044812,1145 HUDSON ROAD ,1145,HUDSON,,Water,6/22/2020 0:00,241531,KOSKIKE,No,No,No,Yes,, 
4870573,20 073783,    ,,,,Water,9/14/2020 0:00,0,KOSKIKE,No,No,No,No,, 
4844379,20 047586,584 FAIRVIEW AVE N,584,FAIRVIEW,N,Zoning,6/30/2020 0:00,159727,OSORIO,No,No,No,No,, 
4835896,20 039097,1152 WILSON AVE ,1152,WILSON,,Zoning,6/2/2020 0:00,151829,PARISIJU,No,No,No,No,, 
4896846,20 100066,1455 BREDA AVE ,1455,BREDA,,Zoning,12/16/2020 0:00,188397,PARISIJU,No,No,No,No,, 
4827718,20 030915,401 ARLINGTON AVE E,401,ARLINGTON,E,Zoning,5/1/2020 0:00,131607,PARISIJU,No,No,No,No,, 
4871544,20 074754,349 RAMSEY ST ,349,RAMSEY,,Zoning,9/16/2020 0:00,209816,KOSKIKE,No,No,No,No,, 
4890460,20 093678,1032 CHARLES AVE ,1032,CHARLES,,Zoning,11/19/2020 0:00,212789,KOSKIKE,No,No,No,No,, 
4844952,20 048156,44 BELVIDERE ST W,44,BELVIDERE,W,Zoning,7/1/2020 0:00,140950,KOSKIKE,No,No,No,No,, 
4820154,20 023344,776 7TH ST E,776,7TH,E,Zoning,3/31/2020 0:00,169335,PARISIJU,No,No,No,No,, 
4887968,20 091186,1493 HIGHLAND PKWY ,1493,HIGHLAND,,Zoning,11/10/2020 0:00,110431,PARISIJU,No,No,No,No,, 
4869436,20 072646,1032 CHARLES AVE ,1032,CHARLES,,Zoning,9/9/2020 0:00,212789,KOSKIKE,No,No,No,No,, 
4862714,20 065921,56 SNELLING AVE N,56,SNELLING,N,Zoning,8/17/2020 0:00,238832,YANGKAO,No,No,No,No,, 
4862118,20 065325,230 MAPLE ST ,230,MAPLE,,Zoning,8/13/2020 0:00,115026,KOSKIKE,No,No,No,No,, 
4842348,20 045555,1051 MCKNIGHT ROAD S,1051,MCKNIGHT,S,Zoning,6/23/2020 0:00,129627,KOSKIKE,No,No,No,No,, 
4832637,20 035836,295 GOODHUE ST ,295,GOODHUE,,Zoning,5/20/2020 0:00,176212,KOSKIKE,No,No,No,No,, 
4813901,20 017083,295 GOODHUE ST ,295,GOODHUE,,Zoning,3/3/2020 0:00,176212,KOSKIKE,No,No,No,No,, 
4889380,20 092598,576 IDAHO AVE E,576,IDAHO,E,Zoning,11/16/2020 0:00,163169,YANGKAO,No,No,No,No,, 
4833441,20 036640,523 JACKSON ST ,523,JACKSON,,Zoning,5/22/2020 0:00,274079,YANGKAO,No,No,No,No,, 
4839839,20 043045,1617 6TH ST E,1617,6TH,E,Zoning,6/16/2020 0:00,197261,YANGKAO,No,No,No,No,, 
4825968,20 029159,335 OSCEOLA AVE S,335,OSCEOLA,S,Zoning,4/27/2020 0:00,168753,OSORIO,No,No,No,No,, 
4865940,20 069146,534 ARLINGTON AVE W,534,ARLINGTON,W,Zoning,8/26/2020 0:00,150907,PARISIJU,No,No,No,No,, 
4811948,20 015130,1491 SIMPSON ST ,1491,SIMPSON,,Zoning,2/24/2020 0:00,157210,PARISIJU,No,No,No,No,, 
4871996,20 075207,1049 BRADLEY ST ,1049,BRADLEY,,Zoning,9/17/2020 0:00,141263,KOSKIKE,No,No,No,No,, 
4827573,20 030770,704 LAWSON AVE E,704,LAWSON,E,Zoning,5/1/2020 0:00,164266,PARISIJU,No,No,No,No,, 
4824890,20 028081,804 LINCOLN AVE ,804,LINCOLN,,Zoning,4/22/2020 0:00,178093,YANGKAO,No,No,No,No,, 
4867786,20 070994,2112 ST ANTHONY AVE ,2112,ST ANTHONY,,Zoning,9/2/2020 0:00,174357,OSORIO,No,No,No,No,, 
4839109,20 042314,559 HAZEL ST N,559,HAZEL,N,Zoning,6/12/2020 0:00,113967,KOSKIKE,No,No,No,No,, 
4812921,20 016103,812 HARDENBERGH PLACE ,812,HARDENBERGH,,Zoning,2/27/2020 0:00,133063,KOSKIKE,No,No,No,No,, 
4808597,20 011779,1558 COMO AVE ,1558,COMO,,Zoning,2/10/2020 0:00,170242,KOSKIKE,No,No,No,No,, 
4814387,20 017570,2019 MINNEHAHA AVE E,2019,MINNEHAHA,E,Zoning,3/4/2020 0:00,199429,KOSKIKE,No,No,No,No,, 
4831450,20 034649,36 MAGNOLIA AVE W,36,MAGNOLIA,W,Zoning,5/15/2020 0:00,159500,YANGKAO,No,No,No,No,, 
4847976,20 051182,1060 VIRGINIA ST ,1060,VIRGINIA,,Zoning,7/13/2020 0:00,187251,KOSKIKE,No,No,No,No,, 
