10/6/2020,ENV-20-19100,Litter,"1337 N ELMER St, SOUTH BEND IN 46628",1337 N ELMER,Closed,
10/6/2020,HSG-20-00159,Sub-standard Housing,"1717 E BOWMAN St, SOUTH BEND IN 46613",1717 E BOWMAN,In Violation,
10/6/2020,SEC-20-00208,Secure Property,"514 STUDEBAKER St, SOUTH BEND IN 46628",514 STUDEBAKER,Closed,
10/6/2020,ENV-20-19099,Litter,"1347 N ELMER St, SOUTH BEND IN 46628",1347 N ELMER,Review Case for Collections,
10/6/2020,ENV-20-19098,Litter,"3108 REXFORD Dr, SOUTH BEND IN 46615",3108 REXFORD,Closed,
10/6/2020,ENV-20-19097,Grass and Weeds,"205 HUEY St, SOUTH BEND IN 46628",205 HUEY,Closed,
10/6/2020,ENV-20-19096,Grass and Weeds,"1321 N OLIVE St, SOUTH BEND IN 46628",1321 N OLIVE,Closed,
10/6/2020,ENV-20-19095,Grass and Weeds,"201 HUEY St, SOUTH BEND IN 46628",201 HUEY,Review Case for Collections,
10/6/2020,ENV-20-19094,Grass and Weeds,"1917 SWYGART Ave, SOUTH BEND IN 46613",1917 SWYGART,Review Case for Collections,
10/6/2020,ENV-20-19093,Litter,"1917 SWYGART Ave, SOUTH BEND IN 46613",1917 SWYGART,Closed,
10/6/2020,ENV-20-19092,Vegetation,"1145 N OLIVE St, SOUTH BEND IN 46628",1145 N OLIVE,Closed,
10/6/2020,ENV-20-19091,Grass and Weeds,"1207 E DONALD St, SOUTH BEND IN 46613",1207 E DONALD,Closed,
10/6/2020,ENV-20-19090,Litter,"615 N SCOTT St, SOUTH BEND IN 46616",615 N SCOTT,Review Case for Collections,
10/6/2020,ENV-20-19089,Grass and Weeds,"615 N SCOTT St, SOUTH BEND IN 46616",615 N SCOTT,Review Case for Collections,
10/6/2020,ENV-20-19088,Litter,"2110 KENDALL St, SOUTH BEND IN 46613",2110 KENDALL,Closed,
10/6/2020,ENV-20-19087,Grass and Weeds,"2110 KENDALL St, SOUTH BEND IN 46613",2110 KENDALL,Closed,
10/6/2020,ENV-20-19086,Litter,"2116 KENDALL St, SOUTH BEND IN 46613",2116 KENDALL,Closed,
10/6/2020,ENV-20-19085,Grass and Weeds,"613 N SCOTT St, SOUTH BEND IN 46616",613 N SCOTT,Review Case for Collections,
10/6/2020,ENV-20-19084,Litter,"623 W MARION St, SOUTH BEND IN 46628",623 W MARION,Closed,
10/6/2020,ENV-20-19083,Litter,"501 N LAFAYETTE Blvd, SOUTH BEND IN 46601",501 N LAFAYETTE,Closed,
10/6/2020,ENV-20-19082,Vegetation,"1112 E FOX St, SOUTH BEND IN 46613",1112 E FOX,Closed,
10/5/2020,ENV-20-19081,Litter,"1020 MILTON St, SOUTH BEND IN 46613",1020 MILTON,Closed,
10/5/2020,ENV-20-19080,Litter,"1870 N BROOKFIELD St, SOUTH BEND IN 46628",1870 N BROOKFIELD,Closed,
10/5/2020,ENV-20-19079,Grass and Weeds,"802 N ELMER St, SOUTH BEND IN 46628",802 N ELMER,Closed,
10/5/2020,ENV-20-19078,Grass and Weeds,"2105 BERTRAND St, SOUTH BEND IN 46628",2105 BERTRAND,Closed,
10/5/2020,ENV-20-19077,Grass and Weeds,"2106 BERTRAND St, SOUTH BEND IN 46628",2106 BERTRAND,Closed,
10/5/2020,ENV-20-19076,Grass and Weeds,"824 MILTON St, SOUTH BEND IN 46613",824 MILTON,Closed,
10/5/2020,ENV-20-19075,Litter,"2417 FREDERICKSON St, SOUTH BEND IN 46628",2417 FREDERICKSON,Notice Sent to Owner,
10/5/2020,ENV-20-19074,Litter,"1502 LINCOLN Way W, SOUTH BEND IN 466282420",1502 LINCOLN ay,Closed,
10/5/2020,ENV-20-19073,Grass and Weeds,"1142 N JOHNSON St, SOUTH BEND IN 46628",1142 N JOHNSON,Review Case for Collections,
10/5/2020,ENV-20-19072,Grass and Weeds,"1138 N JOHNSON St, SOUTH BEND IN 46628",1138 N JOHNSON,Closed,
10/5/2020,ENV-20-19071,Grass and Weeds,"2835 TOMAHAWK Trl, SOUTH BEND IN 46628",2835 TOMAHAWK,Closed,
10/5/2020,ENV-20-19070,Litter,"931 MERRILL Ct S, SOUTH BEND IN 46637",931 MERRILL Ct,Closed,
10/5/2020,ENV-20-19069,Litter,"912 MERRILL Ct S, SOUTH BEND IN 46637",912 MERRILL Ct,Closed,
10/5/2020,ENV-20-19068,Litter,"5014 LINDENWOOD Dr W, SOUTH BEND IN 46637",5014 LINDENOOD Dr,Closed,
10/5/2020,ENV-20-19067,Litter,"1052 OBRIEN St, SOUTH BEND IN 46628",1052 OBRIEN,Closed,
10/5/2020,ENV-20-19066,Grass and Weeds,"1049 N JOHNSON St, SOUTH BEND IN 46628",1049 N JOHNSON,Closed,
10/5/2020,ENV-20-19065,Grass and Weeds,"1043 N JOHNSON St, SOUTH BEND IN 46628",1043 N JOHNSON,Review Case for Collections,
10/5/2020,ENV-20-19064,Grass and Weeds,"3604 SORIN St, SOUTH BEND IN 46615",3604 SORIN,Closed,
10/5/2020,ENV-20-19063,Grass and Weeds,"1029 N JOHNSON St, SOUTH BEND IN 46628",1029 N JOHNSON,Review Case for Collections,
10/5/2020,ENV-20-19062,Grass and Weeds,"1026 N JOHNSON St, SOUTH BEND IN 46628",1026 N JOHNSON,Review Case for Collections,
10/5/2020,ENV-20-19061,Litter,"804 LANCASTER Dr, SOUTH BEND IN 46614",804 LANCASTER,Closed,
10/5/2020,ENV-20-19060,Litter,"3719 W WESTERN Ave, SOUTH BEND IN 46619",3719 W WESTERN,Review Case for Collections,
10/5/2020,ENV-20-19059,Grass and Weeds,"326 S ILLINOIS St, SOUTH BEND IN 46619",326 S ILLINOIS,Closed,
10/5/2020,ENV-20-19058,Litter,"1049 N BROOKFIELD St, SOUTH BEND IN 46628",1049 N BROOKFIELD,Review Case for Collections,
10/5/2020,ENV-20-19057,Litter,"1110 E FOX St, SOUTH BEND IN 46613",1110 E FOX,Closed,
10/5/2020,ENV-20-19056,Litter,"1108 E FOX St, SOUTH BEND IN 46613",1108 E FOX,Closed,
10/5/2020,ENV-20-19055,Litter,"1737 MARINE St, SOUTH BEND IN 46613",1737 MARINE,Closed,
10/5/2020,ENV-20-19054,Litter,"1618 MARINE St, SOUTH BEND IN 46613",1618 MARINE,Closed,
10/5/2020,ENV-20-19053,Litter,"2715 PRAST Blvd, SOUTH BEND IN 46628",2715 PRAST,Closed,
10/5/2020,ENV-20-19052,Grass and Weeds,"822 BLAINE Ave, SOUTH BEND IN 46616",822 BLAINE,Review Case for Collections,
10/5/2020,ENV-20-19051,Grass and Weeds,"1227 N ELLIOTT, SOUTH BEND IN 46628",1227 N,Closed,
10/5/2020,ENV-20-19050,Litter,"1203 LINCOLN Way W, SOUTH BEND IN 466282413",1203 LINCOLN ay,Closed,
10/5/2020,ENV-20-19049,Litter,"739 ALLEN St, SOUTH BEND IN 46616",739 ALLEN,Closed,
10/5/2020,ENV-20-19048,Grass and Weeds,"221 N OLIVE St, SOUTH BEND IN 46619",221 N OLIVE,Review Case for Collections,
10/5/2020,ENV-20-19047,Vegetation,"229 PAGIN St, SOUTH BEND IN 46601",229 PAGIN,Closed,
10/5/2020,ENV-20-19046,Grass and Weeds,"1416 LINDEN Ave, SOUTH BEND IN 46628",1416 LINDEN,Closed,
10/5/2020,ENV-20-19045,Litter,"2723 WESTMOOR St, SOUTH BEND IN 46628",2723 WESTMOOR,Closed,
10/5/2020,ENV-20-19044,Grass and Weeds,"1110 W BRYAN St, SOUTH BEND IN 46616",1110 W BRYAN,Closed,
10/5/2020,ENV-20-19043,Grass and Weeds,"1114 W BRYAN St, SOUTH BEND IN 46616",1114 W BRYAN,Closed,
10/5/2020,ENV-20-19042,Grass and Weeds,"1126 MCCARTNEY St, SOUTH BEND IN 46616",1126 MCCARTNEY,Closed,
10/5/2020,ENV-20-19041,Grass and Weeds,"1126 W MCCARTNEY, SOUTH BEND IN 46616",1126 W,Closed,
10/5/2020,ENV-20-19040,Grass and Weeds,"1109 MCCARTNEY St, SOUTH BEND IN 46616",1109 MCCARTNEY,Closed,
10/2/2020,ENV-20-19039,Litter,"1534 S SWYGART, SOUTH BEND IN 46613",1534 S,Review Case for Collections,
10/2/2020,ENV-20-19038,Grass and Weeds,"1602 SIBLEY Ave, SOUTH BEND IN 46628",1602 SIBLEY,Review Case for Collections,
10/2/2020,ENV-20-19037,Grass and Weeds,"1637 LINDEN Ave, SOUTH BEND IN 46628",1637 LINDEN,Review Case for Collections,
10/2/2020,ENV-20-19036,Grass and Weeds,"407 BIRDSELL St, SOUTH BEND IN 46628",407 BIRDSELL,Review Case for Collections,
10/2/2020,ENV-20-19035,Grass and Weeds,"314 BIRDSELL St, SOUTH BEND IN 46628",314 BIRDSELL,Review Case for Collections,
10/2/2020,ENV-20-19034,Grass and Weeds,"1423 LINDEN Ave, SOUTH BEND IN 46628",1423 LINDEN,Review Case for Collections,
10/2/2020,ENV-20-19033,Grass and Weeds,"1431 LINDEN Ave, SOUTH BEND IN 46628",1431 LINDEN,Review Case for Collections,
10/2/2020,ENV-20-19032,Vegetation,"1322 HINE St, SOUTH BEND IN 46628",1322 HINE,Opened In Error,
10/2/2020,HSG-20-00158,Sub-standard Housing,"1326 W COLFAX Ave, SOUTH BEND IN 46628",1326 W COLFAX,In Violation,
10/2/2020,ENV-20-19031,Grass and Weeds,"1326 W COLFAX Ave, SOUTH BEND IN 46628",1326 W COLFAX,Review Case for Collections,
10/2/2020,SEC-20-00207,Secure Property,"1326 W COLFAX Ave, SOUTH BEND IN 46628",1326 W COLFAX,Review Case for Collections,
10/2/2020,HSG-20-00157,Sub-standard Housing,"1616 ELDORA Ct, SOUTH BEND IN 46613",1616 ELDORA,Hearing Recommended,
10/2/2020,ENV-20-19030,Litter,"1410 SORIN St, SOUTH BEND IN 46617",1410 SORIN,Closed,
10/2/2020,ENV-20-19029,Litter,"222 LA PORTE Ave, SOUTH BEND IN 46616",222 LA PORTE,Closed,
10/2/2020,ENV-20-19028,Litter,"1305 W DUBAIL St, SOUTH BEND IN 46613",1305 W DUBAIL,Closed,
10/2/2020,ENV-20-19027,Litter,"918 MILTON St, SOUTH BEND IN 46613",918 MILTON,Review Case for Collections,
10/2/2020,ENV-20-19026,Litter,"906 E CALVERT St, SOUTH BEND IN 46613",906 E CALVERT,Closed,
10/2/2020,ENV-20-19025,Litter,"1114 GOODLAND Ave, SOUTH BEND IN 46628",1114 GOODLAND,Closed,
10/2/2020,ENV-20-19024,Litter,"1226 E CALVERT St, SOUTH BEND IN 46613",1226 E CALVERT,Closed,
10/2/2020,ENV-20-19023,Litter,"1335 E FOX St, SOUTH BEND IN 46613",1335 E FOX,Closed,
10/2/2020,ENV-20-19022,Vegetation,"908 W OAK St, SOUTH BEND IN 46616",908 W OAK,Closed,
10/2/2020,ENV-20-19021,Litter,"3701 LINCOLN Way W, SOUTH BEND IN 46628",3701 LINCOLN ay,Closed,
10/2/2020,ENV-20-19020,Vegetation,"909 W OAK St, SOUTH BEND IN 46616",909 W OAK,Closed,
10/2/2020,ENV-20-19019,Litter,"909 W OAK St, SOUTH BEND IN 46616",909 W OAK,Opened In Error,
10/2/2020,ENV-20-19018,Litter,"748 PORTAGE Ave, SOUTH BEND IN 46628",748 PORTAGE,Closed,
10/2/2020,ENV-20-19017,Litter,"736 PORTAGE Ave, SOUTH BEND IN 46635",736 PORTAGE,Closed,
10/2/2020,ENV-20-19016,Grass and Weeds,"909 W OAK St, SOUTH BEND IN 46616",909 W OAK,Closed,
10/2/2020,ENV-20-19015,Litter,"907 W OAK St, SOUTH BEND IN 46616",907 W OAK,Hearing Scheduled,
10/2/2020,ENV-20-19014,Litter,"1620 PORTAGE Ave, SOUTH BEND IN 46616",1620 PORTAGE,Closed,
10/2/2020,ENV-20-19013,Grass and Weeds,"1114 BEALE St, SOUTH BEND IN 46616",1114 BEALE,Closed,
10/2/2020,ENV-20-19012,Litter,"1114 BEALE St, SOUTH BEND IN 46616",1114 BEALE,Closed,
10/2/2020,ENV-20-19011,Litter,"1103 KINYON St, SOUTH BEND IN 46616",1103 KINYON,Closed,
10/2/2020,HSG-20-00156,Sub-standard Housing,"1828 SOMERSWORTH Dr, SOUTH BEND IN 46614",1828 SOMERSWORTH,Closed,
10/2/2020,ENV-20-19010,Litter,"1206 WOODWARD Ave, SOUTH BEND IN 46616",1206 WOODWARD,Closed,
10/2/2020,ENV-20-19009,Litter,"426 S GLADSTONE Ave, SOUTH BEND IN 46619",426 S GLADSTONE,Closed,
10/2/2020,ENV-20-19008,Litter,"2623 BONDS Ave, SOUTH BEND IN 46628",2623 BONDS,Closed,
10/2/2020,ENV-20-19007,Litter,"2705 BONDS Ave, SOUTH BEND IN 46628",2705 BONDS,Review Case for Collections,
10/2/2020,ENV-20-19006,Litter,"1117 WOODWARD Ave, SOUTH BEND IN 46616",1117 WOODWARD,Closed,
10/2/2020,ENV-20-19005,Litter,"2705 PRAST Blvd, SOUTH BEND IN 46628",2705 PRAST,Closed,
10/2/2020,ENV-20-19004,Vegetation,"829 S GLADSTONE Ave, SOUTH BEND IN 46619",829 S GLADSTONE,Closed,
10/2/2020,ENV-20-19003,Vegetation,"1101 S 25TH St, SOUTH BEND IN 46615",1101 S 25TH,Closed,
10/2/2020,SEC-20-00206,Secure Property,"3113 PLEASANT St, SOUTH BEND IN 46615",3113 PLEASANT,Review Case for Collections,
10/2/2020,ENV-20-19002,Litter,"846 S GLADSTONE Ave, SOUTH BEND IN 46619",846 S GLADSTONE,Review Case for Collections,
10/2/2020,ENV-20-19001,Grass and Weeds,"937 S 25TH St, SOUTH BEND IN 46615",937 S 25TH,Review Case for Collections,
10/2/2020,ENV-20-19000,Grass and Weeds,"1001 S 23RD St, SOUTH BEND IN 46615",1001 S 23RD,Closed,
10/2/2020,ENV-20-18999,Vegetation,"1001 S 23RD St, SOUTH BEND IN 46615",1001 S 23RD,Closed,
10/2/2020,ENV-20-18998,Vegetation,"2316 VINE St, SOUTH BEND IN 46615",2316 VINE,Closed,
10/2/2020,ENV-20-18997,Litter,"845 S EDISON Ave, SOUTH BEND IN 46619",845 S EDISON,Review Case for Collections,
10/2/2020,ENV-20-18996,Litter,"309 HUEY St, SOUTH BEND IN 46628",309 HUEY,Closed,
10/2/2020,ENV-20-18995,Litter,"1008 S 23RD St, SOUTH BEND IN 46615",1008 S 23RD,Closed,
10/2/2020,ENV-20-18994,Litter,"934 S 23RD St, SOUTH BEND IN 46615",934 S 23RD,Closed,
10/2/2020,SEC-20-00205,Secure Property,"1617 N ADAMS St, SOUTH BEND IN 46628",1617 N ADAMS,Review Case for Collections,
10/2/2020,ENV-20-18993,Litter,"3107 S SAINT JOSEPH St, SOUTH BEND IN 46614",3107 S SAINT JOSEPH,Closed,
10/2/2020,ENV-20-18992,Litter,"1114 E BROADWAY St, SOUTH BEND IN 46601",1114 E BROADWAY,Review Case for Collections,
10/2/2020,ENV-20-18991,Grass and Weeds,"1114 E BROADWAY St, SOUTH BEND IN 46601",1114 E BROADWAY,Review Case for Collections,
10/2/2020,ENV-20-18990,Grass and Weeds,"408 E ECKMAN St, SOUTH BEND IN 46614",408 E ECKMAN,Closed,
10/2/2020,ENV-20-18989,Vegetation,"426 S ALBERT Ave, SOUTH BEND IN 46619",426 S ALBERT,Closed,
10/2/2020,ENV-20-18988,Litter,"1322 E INDIANA Ave, SOUTH BEND IN 46613",1322 E INDIANA,Closed,
10/2/2020,ENV-20-18987,Vegetation,"422 S ALBERT Ave, SOUTH BEND IN 46619",422 S ALBERT,Closed,
10/2/2020,ENV-20-18986,Litter,"417 S SHERIDAN St, SOUTH BEND IN 46619",417 S SHERIDAN,Review Case for Collections,
10/2/2020,ENV-20-18985,Litter,"818 S ALBERT Ave, SOUTH BEND IN 46619",818 S ALBERT,Closed,
10/2/2020,ENV-20-18984,Litter,"1626 KENDALL St, SOUTH BEND IN 46613",1626 KENDALL,Closed,
10/2/2020,ENV-20-18983,Litter,"1649 OBRIEN St, SOUTH BEND IN 46628",1649 OBRIEN,Closed,
10/2/2020,ENV-20-18982,Litter,"1645 OBRIEN St, SOUTH BEND IN 46628",1645 OBRIEN,Review Case for Collections,
10/2/2020,ENV-20-18981,Vegetation,"1630 HUEY St, SOUTH BEND IN 46628",1630 HUEY,Closed,
10/2/2020,ENV-20-18980,Litter,"1630 HUEY St, SOUTH BEND IN 46628",1630 HUEY,Closed,
10/2/2020,ENV-20-18979,Litter,"621 N FRANCES St, SOUTH BEND IN 46617",621 N FRANCES,Closed,
10/2/2020,ENV-20-18978,Grass and Weeds,"718 N FRANCES St, SOUTH BEND IN 46617",718 N FRANCES,Closed,
10/2/2020,ENV-20-18977,Grass and Weeds,"1521 OBRIEN St, SOUTH BEND IN 46628",1521 OBRIEN,Review Case for Collections,
10/2/2020,ENV-20-18976,Vegetation,"715 N EDDY St, SOUTH BEND IN 46617",715 N EDDY,Closed,
10/2/2020,ENV-20-18975,Litter,"1502 HUEY St, SOUTH BEND IN 46628",1502 HUEY,Closed,
10/2/2020,ENV-20-18974,Litter,"618 N FRANCES St, SOUTH BEND IN 46617",618 N FRANCES,Closed,
10/2/2020,ENV-20-18973,Litter,"608 N FRANCES St, SOUTH BEND IN 46617",608 N FRANCES,Closed,
10/2/2020,ENV-20-18972,Litter,"1237 OBRIEN St, SOUTH BEND IN 46628",1237 OBRIEN,Review Case for Collections,
10/2/2020,ENV-20-18971,Litter,"749 SOUTH BEND Ave, SOUTH BEND IN 46617",749 SOUTH BEND,Closed,
10/2/2020,ENV-20-18970,Litter,"710 CORBY Blvd, SOUTH BEND IN 46617",710 CORBY,Closed,
10/2/2020,ENV-20-18969,Litter,"813 TURNOCK St, SOUTH BEND IN 46617",813 TURNOCK,Closed,
10/2/2020,ENV-20-18968,Litter,"3821 GREENMONT Dr, SOUTH BEND IN 46628",3821 GREENMONT,Closed,
10/2/2020,ENV-20-18967,Litter,"1047 OBRIEN St, SOUTH BEND IN 46628",1047 OBRIEN,Review Case for Collections,
10/2/2020,ENV-20-18966,Litter,"741 LINCOLN Way E, SOUTH BEND IN 46617",741 LINCOLN Way,Closed,
10/2/2020,ENV-20-18965,Litter,"3714 GLENVIEW Dr, SOUTH BEND IN 46628",3714 GLENVIEW,Closed,
10/2/2020,ENV-20-18964,Litter,"1046 HUEY St, SOUTH BEND IN 46628",1046 HUEY,Review Case for Collections,
10/2/2020,ENV-20-18963,Litter,"1327 NORTHLEA Dr, SOUTH BEND IN 46628",1327 NORTHLEA,Closed,
10/2/2020,ENV-20-18962,Litter,"4016 EASTMONT Dr, SOUTH BEND IN 46628",4016 EASTMONT,Closed,
10/2/2020,ENV-20-18961,Litter,"1606 S GRANT St, SOUTH BEND IN 46613",1606 S GRANT,Closed,
10/2/2020,ENV-20-18960,Grass and Weeds,"1628 S GRANT St, SOUTH BEND IN 46619",1628 S GRANT,Review Case for Collections,
10/2/2020,ENV-20-18959,Grass and Weeds,"1403 N OLIVE St, SOUTH BEND IN 46628",1403 N OLIVE,Review Case for Collections,
