Date,Record Number,Record Type,Status,Address,parcel_id,site_address,Site_city,Site_zip Code,mail_address,mail_city,mail_state,mail_zip,land_value,bldg_value,total_market_value
9/9/2020,COD2021-00279,Code Enforcement Case,Under Investigation,4720 Mowry Ave,501-958-137,4720 MOWRY AVE,FREMONT,94538,46850 SENTINEL DR,FREMONT,CA,94539,"$49,707 ","$101,485 ","$151,192 "
9/9/2020,COD2021-00278,Code Enforcement Case,Unfounded,36308 Pizarro Dr,,,,,,,,,,,
9/9/2020,COD2021-00277,Code Enforcement Case,Unfounded,42000 Vargas Rd,513-65-15-5,42000 VARGAS RD,FREMONT,94539,42000 VARGAS RD,FREMONT,CA,94539,"$172,063 ","$447,448 ","$624,163 "
9/9/2020,COD2021-00276,Code Enforcement Case,Abated,43800 Osgood Rd,,,,,,,,,,,
9/9/2020,COD2021-00275,Code Enforcement Case,Abated,332 D St,507-241-1,332 D ST,FREMONT,94536,332 D ST,FREMONT,CA,94536,"$424,480 ","$604,884 ","$1,022,364 "
9/9/2020,COD2021-00274,Code Enforcement Case,Unfounded,5441 Curtis St,531-218-37,5441 CURTIS ST,FREMONT,94538,5441 CURTIS ST,FREMONT,CA,94538,"$122,070 ","$296,658 ","$418,728 "
9/9/2020,COD2021-00273,Code Enforcement Case,Abated,41422 Beatrice St,525-187-14,41422 BEATRICE ST,FREMONT,94539,41422 BEATRICE ST,FREMONT,CA,94539,"$20,625 ","$33,628 ","$47,253 "
9/9/2020,COD2021-00272,Code Enforcement Case,Referred,34777 Osage River Pl,,,,,,,,,,,
9/9/2020,COD2021-00271,Code Enforcement Case,Unfounded,35490 Mission Blvd # 239,,,,,,,,,,,
9/9/2020,COD2021-00270,Code Enforcement Case,Abated,,,,,,,,,,,,
9/8/2020,COD2021-00260,Code Enforcement Case,Abated,407 L St,507-324-43,407 L ST,FREMONT,94536,409 L ST,FREMONT,CA,94536,"$42,546 ","$282,795 ","$318,341 "
9/8/2020,COD2021-00261,Code Enforcement Case,Unfounded,837 Kensington Dr,,,,,,,,,,,
9/8/2020,COD2021-00262,Code Enforcement Case,Abated,42641 Applewood St,525-1273-75,42641 APPLEWOOD ST,FREMONT,94538,42641 APPLEWOOD ST,FREMONT,CA,94538,"$141,328 ","$329,765 ","$464,093 "
9/8/2020,COD2021-00263,Code Enforcement Case,Unfounded,4384 Cherrywood Ave,525-1273-22,4384 CHERRYWOOD AVE,FREMONT,94538,4384 CHERRYWOOD AVE,FREMONT,CA,94538,"$146,591 ","$342,046 ","$481,637 "
9/8/2020,COD2021-00264,Code Enforcement Case,Under Investigation,50 Mowry Ave,507-527-34,50 MOWRY AVE,FREMONT,94536,1786 MILMONT DR,MILPITAS,CA,95035,"$832,320 ","$499,392 ","$1,331,712 "
9/8/2020,COD2021-00265,Code Enforcement Case,Abated,40515 Robin St,525-977-23,40515 ROBIN ST,FREMONT,94538,1850 SAN  BLVD SAN,LEANDRO,CA,94577,"$21,521 ","$52,011 ","$73,532 "
9/8/2020,COD2021-00266,Code Enforcement Case,Abated,42660 Fontainebleau Park Ln,,,,,,,,,,,
9/8/2020,COD2021-00267,Code Enforcement Case,Unfounded,34440 Blackstone Way,,,,,,,,,,,
9/8/2020,COD2021-00268,Code Enforcement Case,Abated,4063 Coralline Ct,543-248-57,4063 CORALLINE CT,FREMONT,94555,2933 ULLOA ST SAN,FRANCISCO,CA,94116,"$68,446 ","$77,108 ","$145,554 "
9/8/2020,COD2021-00269,Code Enforcement Case,Unfounded,1718 Vinehill Cir,519-1701-38,1718 VINEHILL CIR,FREMONT,94539,1718 VINEHILL CIR,FREMONT,CA,94539,"$470,976 ","$470,602 ","$941,578 "
9/7/2020,ENV2021-00010,Environmental Case,Received,39500 Liberty St,525-1647-14-2,39500 LIBERTY ST,FREMONT,94538,39500 LIBERTY ST,FREMONT,CA,94538,"$1,693,565 ","$1,481,869 ",$0 
9/4/2020,COD2021-00259,Code Enforcement Case,Unfounded,45797 Bridgeport Dr,,,,,,,,,,,
9/4/2020,COD2021-00258,Code Enforcement Case,Abated,4197 Blewett St,525-962-70,4197 BLEWETT ST,FREMONT,94538,4197 BLEWETT ST,FREMONT,CA,94538,"$439,568 ","$296,708 ","$736,276 "
9/2/2020,COD2021-00257,Code Enforcement Case,Unfounded,33141 Lake Lanier Pl,543-343-36,33141 LAKE LANIER PL,FREMONT,94555,3354 VERNON TER PALO,ALTO,CA,94303,"$120,098 ","$280,230 ","$400,328 "
9/2/2020,COD2021-00256,Code Enforcement Case,Abated,455 Pine St,,,,,,,,,,,
9/2/2020,COD2021-00255,Code Enforcement Case,Abated,41862 Maywood St,525-1099-28,41862 MAYWOOD ST,FREMONT,94538,10515 ESCONDIDO PL,STOCKTON,CA,95212,"$89,700 ","$67,683 ","$157,383 "
9/2/2020,COD2021-00254,Code Enforcement Case,Referred,3850 Peralta Blvd,501-1475-44-7,3850 PERALTA BLVD,FREMONT,94536,6255 W ARBY AVE 209 LAS,VEGAS,NV,89118,"$170,948 ","$122,772 ","$293,720 "
9/2/2020,COD2021-00253,Code Enforcement Case,Abated,5065 Hyde Park Dr,525-1305-46,5065 HYDE PARK DR,FREMONT,94538,5065 HYDE PARK DR,FREMONT,CA,94538,"$416,160 ","$604,472 ","$1,020,632 "
9/2/2020,COD2021-00252,Code Enforcement Case,Unfounded,4947 Paseo Padre Pkwy,543-436-26,4947 PASEO PADRE PKWY,FREMONT,94555,4947 PASEO PADRE PKWY,FREMONT,CA,94555,"$199,576 ","$465,677 ","$665,253 "
9/2/2020,COD2021-00251,Code Enforcement Case,Unfounded,38991 Farwell Dr,531-6-17,38991 FARWELL DR,FREMONT,94536,38991 FARWELL DR,FREMONT,CA,94536,"$365,543 ","$598,927 ","$992,738 "
9/2/2020,COD2021-00250,Code Enforcement Case,Abated,3665 Saint Leonards Way,,,,,,,,,,,
9/2/2020,COD2021-00249,Code Enforcement Case,Enforcement,4080 Central Ave,501-730-3-2,4080 CENTRAL AVE,FREMONT,94536,346 MERIMONT CIR SAN,BRUNO,CA,94066,"$315,000 ","$735,000 ","$1,050,000 "
9/2/2020,COD2021-00248,Code Enforcement Case,Unfounded,36804 Dauphine Ave,501-232-45,36804 DAUPHINE AVE,FREMONT,94536,36804 DAUPHINE AVE,FREMONT,CA,94536,"$113,246 ","$290,787 ","$397,033 "
9/2/2020,COD2021-00247,Code Enforcement Case,Abated,35626 Linda Dr,507-45-40,35626 LINDA DR,FREMONT,94536,35626 LINDA DR,FREMONT,CA,94536,"$525,000 ","$700,000 ","$1,219,400 "
9/2/2020,COD2021-00246,Code Enforcement Case,Unfounded,3695 Stevenson Blvd,525-1651-101,3695 STEVENSON BLVD A140,FREMONT,94538,3695 STEVENSON BLVD 140,FREMONT,CA,94538,"$172,390 ","$402,245 ","$567,635 "
9/2/2020,COD2021-00245,Code Enforcement Case,Unfounded,44966 Vista Del Sol,513-280-5,44966 VISTA DEL SOL,FREMONT,94539,44966 VISTA DEL SOL,FREMONT,CA,94539,"$967,551 ","$2,383,614 ","$3,344,165 "
9/2/2020,COD2021-00244,Code Enforcement Case,Abated,40970 Amapola Ct,,,,,,,,,,,
9/2/2020,COD2021-00243,Code Enforcement Case,Abated,47642 Hoyt St,519-1192-93,47642 HOYT ST,FREMONT,94539,47642 HOYT ST,FREMONT,CA,94539,"$28,247 ","$56,270 ","$77,517 "
9/2/2020,COD2021-00242,Code Enforcement Case,Abated,344 Lippert Ave,519-1192-70,344 LIPPERT AVE,FREMONT,94539,48942 GREEN VALLEY RD,FREMONT,CA,94539,"$125,853 ","$293,419 ","$412,272 "
9/2/2020,COD2021-00241,Code Enforcement Case,Unfounded,130 Quinault Way,519-1652-32,130 QUINAULT WAY,FREMONT,94539,130 QUINAULT WAY,FREMONT,CA,94539,"$243,245 ","$832,873 ","$1,076,118 "
9/2/2020,COD2021-00240,Code Enforcement Case,Abated,36315 Perkins St,501-42-103,36315 PERKINS ST,FREMONT,94536,36315 PERKINS ST,FREMONT,CA,94536,"$206,069 ","$480,829 ","$679,898 "
9/2/2020,COD2021-00239,Code Enforcement Case,Abated,3808 Savannah Rd,525-1603-63,3808 SAVANNAH RD,FREMONT,94538,3808 SAVANNAH RD,FREMONT,CA,94538,"$202,609 ","$472,755 ","$668,364 "
9/2/2020,COD2021-00238,Code Enforcement Case,Abated,3257 Bruce Dr,,,,,,,,,,,
9/2/2020,COD2021-00237,Code Enforcement Case,Abated,3237 Nathan Ct,525-349-7,3237 NATHAN CT,FREMONT,94539,3275 NATHAN CT,FREMONT,CA,94539,"$675,576 ","$1,190,662 ","$1,859,238 "
9/2/2020,COD2021-00236,Code Enforcement Case,Abated,3850 Peralta Blvd,501-1475-44-7,3850 PERALTA BLVD,FREMONT,94536,6255 W ARBY AVE 209 LAS,VEGAS,NV,89118,"$170,948 ","$122,772 ","$293,720 "
9/2/2020,COD2021-00235,Code Enforcement Case,Unfounded,38679 Beloit St,501-901-52,38679 BELOIT ST,FREMONT,94536,38679 BELOIT ST,FREMONT,CA,94536,"$194,025 ","$320,142 ","$507,167 "
9/2/2020,COD2021-00234,Code Enforcement Case,Abated,38314 Hastings St,501-1504-20,38314 HASTINGS ST,FREMONT,94536,1005 SAINT JOSEPH AVE LOS,ALTOS,CA,94024,"$76,257 ","$178,012 ","$254,269 "
9/2/2020,COD2021-00233,Code Enforcement Case,Abated,38196 Eggers Ct,501-1505-7,38196 EGGERS CT,FREMONT,94536,38196 EGGERS CT,FREMONT,CA,94536,"$379,127 ","$704,407 ","$1,083,534 "
9/2/2020,COD2021-00232,Code Enforcement Case,Abated,4287 Alder Ave,501-42-117,4287 ALDER AVE,FREMONT,94536,4289 ALDER AVE,FREMONT,CA,94536,"$66,020 ","$102,757 ","$168,777 "
9/2/2020,COD2021-00231,Code Enforcement Case,Abated,40732 Wolcott Dr,525-785-51,40732 WOLCOTT DR,FREMONT,94538,40732 WOLCOTT DR,FREMONT,CA,94538,"$163,415 ","$395,374 ","$551,789 "
9/2/2020,COD2021-00230,Code Enforcement Case,Referred,4435 Carol Ave,525-1119-15,4435 CAROL AVE,FREMONT,94538,4435 ROL AVE,FREMONT,CA,94538,"$329,676 ","$516,492 ","$846,168 "
9/1/2020,COD2021-00229,Code Enforcement Case,Enforcement,43464 Sweetwood St,525-1262-67,43464 SWEETWOOD ST,FREMONT,94538,43464 SWEETWOOD ST,FREMONT,CA,94538,"$118,256 ","$275,644 ","$393,900 "
9/1/2020,COD2021-00228,Code Enforcement Case,Abated,42852 Isle Royal St,525-1303-105,42852 ISLE ROYAL ST,FREMONT,94538,42852 ISLE ROYAL ST,FREMONT,CA,94538,"$439,568 ","$241,762 ","$674,330 "
9/1/2020,COD2021-00227,Code Enforcement Case,Abated,45450 Industrial Pl # 13,,,,,,,,,,,
8/28/2020,COD2021-00225,Code Enforcement Case,Referred,3825 Washington Blvd,525-629-5,3825 WASHINGTON BLVD,FREMONT,94538,6537 THORNTON AVE,NEWARK,CA,94560,"$1,248,480 ",$0 ,"$1,248,480 "
8/28/2020,COD2021-00226,Code Enforcement Case,Enforcement,46881 Warm Springs Blvd,,,,,,,,,,,
8/26/2020,COD2021-00224,Code Enforcement Case,Abated,47531 Warm Springs Blvd,519-1681-14,47531 WARM SPRINGS BLVD,FREMONT,94539,1671 DELL AVE 218,MPBELL,CA,95008,"$1,405,320 ","$2,459,310 ","$3,864,630 "
8/26/2020,COD2021-00223,Code Enforcement Case,Abated,36115 San Pedro Dr,501-108-146,36115 SAN PEDRO DR,FREMONT,94536,36115 SAN PEDRO DR,FREMONT,CA,94536,"$166,699 ","$388,964 ","$555,663 "
8/26/2020,COD2021-00222,Code Enforcement Case,Abated,35656 Terrace Dr,507-802-158,35656 TERRACE DR,FREMONT,94536,35656 TERRACE DR,FREMONT,CA,94536,"$303,077 ","$660,276 ","$963,353 "
8/26/2020,COD2021-00221,Code Enforcement Case,Unfounded,4100 Peralta Blvd,501-536-2-6,4100 PERALTA BLVD,FREMONT,94536,4140 PERALTA BLVD,FREMONT,CA,94536,"$2,955,681 ","$5,110,579 ","$5,389,162 "
8/25/2020,COD2021-00203,Code Enforcement Case,Abated,5589 Roosevelt Pl,531-34-22,5589 ROOSEVELT PL,FREMONT,94538,5589 ROOSEVELT PL,FREMONT,CA,94538,"$168,221 ","$228,780 ","$390,001 "
8/25/2020,COD2021-00204,Code Enforcement Case,Abated,35784 Conovan Ln,501-1814-83,35784 CONOVAN LN,FREMONT,94536,35784 CONOVAN LN,FREMONT,CA,94536,"$226,317 ","$529,201 ","$748,518 "
8/25/2020,COD2021-00205,Code Enforcement Case,Abated,3193 Waugh Pl,543-282-1,3193 WAUGH PL,FREMONT,94536,3193 WAUGH PL,FREMONT,CA,94536,"$270,222 ","$630,519 ","$893,741 "
8/25/2020,COD2021-00206,Code Enforcement Case,Unfounded,40970 Amapola Ct,,,,,,,,,,,
8/25/2020,COD2021-00207,Code Enforcement Case,Abated,38780 Cherry Ln,507-785-59,38780 CHERRY LN,FREMONT,94536,38768 CHERRY LN,FREMONT,CA,94536,"$67,085 ","$14,132 ","$81,217 "
8/25/2020,COD2021-00208,Code Enforcement Case,Unfounded,40425 Chapel Way # 107,,,,,,,,,,,
8/25/2020,COD2021-00209,Code Enforcement Case,Abated,4211 Alder Ave,,,,,,,,,,,
8/25/2020,COD2021-00210,Code Enforcement Case,Abated,328 Mowry Ave,507-420-1-2,328 MOWRY AVE,FREMONT,94536,PO BOX 1960,APTOS,CA,95001,"$977,585 ","$1,315,870 ","$2,293,455 "
8/25/2020,COD2021-00211,Code Enforcement Case,Abated,4296 Lorren Dr,501-751-108,4296 LORREN DR,FREMONT,94536,4296 LORREN DR,FREMONT,CA,94536,"$192,479 ","$449,120 ","$634,599 "
8/25/2020,COD2021-00212,Code Enforcement Case,Unfounded,3729 Clough Ave,525-701-46,3729 CLOUGH AVE,FREMONT,94538,3729 CLOUGH AVE,FREMONT,CA,94538,"$178,771 ","$417,132 ","$588,903 "
8/25/2020,COD2021-00213,Code Enforcement Case,Abated,3742 Savannah Rd,525-1595-26,3742 SAVANNAH RD,FREMONT,94538,3742 SAVANNAH RD,FREMONT,CA,94538,"$93,370 ","$217,864 ","$311,234 "
8/25/2020,COD2021-00214,Code Enforcement Case,Referred,38768 Cherry Ln,507-785-60,38768 CHERRY LN,FREMONT,94536,1045 LOS ARABIS LN,LAFAYETTE,CA,94549,"$65,065 ","$23,871 ",$0 
8/25/2020,COD2021-00215,Code Enforcement Case,Unfounded,2770 Benchmark Ave,501-1818-51,2770 BENCHMARK AVE,FREMONT,94536,2770 BENCHMARK AVE,FREMONT,CA,94536,"$68,045 ","$108,185 ","$169,230 "
8/25/2020,COD2021-00216,Code Enforcement Case,Abated,4206 Tehama Ave,501-965-22,4206 TEHAMA AVE,FREMONT,94538,4132 TEHAMA AVE,FREMONT,CA,94538,"$408,000 ","$479,400 ","$887,400 "
8/25/2020,COD2021-00217,Code Enforcement Case,Abated,41262 Ellen St,525-1118-66,41262 ELLEN ST,FREMONT,94538,41262 ELLEN ST,FREMONT,CA,94538,"$200,989 ","$468,974 ","$662,963 "
8/25/2020,COD2021-00218,Code Enforcement Case,Abated,42445 Christy St,,,,,,,,,,,
8/25/2020,COD2021-00219,Code Enforcement Case,Abated,41676 Gifford St,,,,,,,,,,,
8/25/2020,COD2021-00220,Code Enforcement Case,Abated,3747 Independence Rd,,,,,,,,,,,
8/24/2020,COD2021-00202,Code Enforcement Case,Abated,42332 Troyer Ave,525-477-6,42332 TROYER AVE,FREMONT,94539,42332 TROYER AVE,FREMONT,CA,94539,"$277,577 ","$1,048,252 ","$1,318,829 "
8/24/2020,COD2021-00201,Code Enforcement Case,Abated,42320 Troyer Ave,525-477-5,42320 TROYER AVE,FREMONT,94539,3116 RIVIERA WAY SAN,RAMON,CA,94583,"$516,811 ","$206,724 ","$723,535 "
8/24/2020,COD2021-00200,Code Enforcement Case,Abated,41523 Beatrice St,525-186-1,41523 BEATRICE ST,FREMONT,94539,41523 BEATRICE ST,FREMONT,CA,94539,"$137,440 ","$320,694 ","$451,134 "
8/24/2020,COD2021-00199,Code Enforcement Case,Abated,41354 Alice St,,,,,,,,,,,
8/24/2020,COD2021-00198,Code Enforcement Case,Abated,3404 Collin Ct,501-1806-72,3404 COLLIN CT,FREMONT,94536,3404 COLLIN CT,FREMONT,CA,94536,"$212,197 ","$495,127 ","$700,324 "
8/24/2020,COD2021-00197,Code Enforcement Case,Abated,3439 Collin Ct,501-1806-76,3439 COLLIN CT,FREMONT,94536,3439 COLLIN CT,FREMONT,CA,94536,"$170,191 ","$397,114 ","$560,305 "
8/24/2020,COD2021-00196,Code Enforcement Case,Abated,3257 Puttenham Way,501-1805-44,3257 PUTTENHAM WAY,FREMONT,94536,3257 PUTTENHAM WAY,FREMONT,CA,94536,"$102,569 ","$239,328 ","$334,897 "
8/24/2020,COD2021-00195,Code Enforcement Case,Referred,46881 Warm Springs Blvd,,,,,,,,,,,
8/23/2020,COD2021-00194,Code Enforcement Case,Abated,46335 Landing Pkwy,519-850-90-5,46335 LANDING PKWY,FREMONT,94538,3003 N 1ST ST 339 SAN,JOSE,CA,95134,"$5,500,000 ","$8,200,000 ","$13,700,000 "
8/23/2020,COD2021-00193,Code Enforcement Case,Abated,,,,,,,,,,,,
8/23/2020,COD2021-00192,Code Enforcement Case,Unfounded,,,,,,,,,,,,
8/21/2020,COD2021-00179,Code Enforcement Case,Under Investigation,3006 Mission View Dr,525-834-76,3006 MISSION VIEW DR,FREMONT,94538,34201 ASPEN LOOP UNION,CITY,CA,94587,"$194,277 ","$453,314 ","$640,591 "
8/21/2020,COD2021-00180,Code Enforcement Case,Referred,46819 Warm Springs Blvd,,,,,,,,,,,
8/21/2020,COD2021-00181,Code Enforcement Case,Enforcement,4847 Piper St,525-968-7,4847 PIPER ST,FREMONT,94538,4847 PIPER ST,FREMONT,CA,94538,"$459,000 ","$508,980 ","$967,980 "
8/21/2020,COD2021-00182,Code Enforcement Case,Abated,818 Yakima Dr,519-1661-1,818 YAKIMA DR,FREMONT,94539,818 YAKIMA DR,FREMONT,CA,94539,"$526,995 ","$1,229,655 ","$1,749,650 "
8/21/2020,COD2021-00183,Code Enforcement Case,Enforcement,4170 Central Ave,501-731-2-5,4170 CENTRAL AVE,FREMONT,94536,655 STRO ST 8 MOUNTAIN,VIEW,CA,94041,"$1,198,500 ","$255,000 ","$1,457,659 "
8/21/2020,COD2021-00184,Code Enforcement Case,Enforcement,4158 Central Ave,501-731-2-3,4158 CENTRAL AVE,FREMONT,94536,655 STRO ST 4 MOUNTAIN,VIEW,CA,94041,"$504,900 ","$1,178,100 ","$1,683,000 "
8/21/2020,COD2021-00185,Code Enforcement Case,Abated,3332 Kipling Pl,501-1803-42,3332 KIPLING PL,FREMONT,94536,3332 KIPLING PL,FREMONT,CA,94536,"$213,824 ","$498,922 ","$705,746 "
8/21/2020,COD2021-00186,Code Enforcement Case,Abated,,,,,,,,,,,,
8/21/2020,COD2021-00187,Code Enforcement Case,Abated,5143 Silver Reef Dr,,,,,,,,,,,
8/21/2020,COD2021-00188,Code Enforcement Case,Abated,39492 Royal Palm Dr,531-21-47,39492 ROYAL PALM DR,FREMONT,94538,39492 ROYAL PALM DR,FREMONT,CA,94538,"$163,721 ","$395,382 ","$552,103 "
8/21/2020,COD2021-00189,Code Enforcement Case,Abated,,,,,,,,,,,,
8/21/2020,COD2021-00190,Code Enforcement Case,Abated,48800 Warm Springs Blvd,,,,,,,,,,,
8/21/2020,COD2021-00191,Code Enforcement Case,Abated,,,,,,,,,,,,
8/20/2020,COD2021-00178,Code Enforcement Case,Abated,46921 Warm Springs Blvd,519-950-16,46921 WARM SPRINGS BLVD,FREMONT,94539,46921 WARM SPRINGS BLVD 100,FREMONT,CA,94539,"$788,172 ","$1,103,440 ","$1,891,612 "
8/20/2020,COD2021-00177,Code Enforcement Case,Unfounded,781 Mission Villa Ter,525-1650-74,781 MISSION VILLA TER,FREMONT,94539,781 MISSION VILLA TER,FREMONT,CA,94539,"$248,048 ","$578,878 ","$819,926 "
8/20/2020,COD2021-00176,Code Enforcement Case,Referred,47954 Warm Springs Blvd,,,,,,,,,,,
8/20/2020,COD2021-00175,Code Enforcement Case,Abated,41387 Kathlean St,525-1118-73,41387 KATHLEAN ST,FREMONT,94538,41387 KATHLEEN ST,FREMONT,CA,94538,"$203,279 ","$488,955 ","$692,234 "
8/20/2020,COD2021-00174,Code Enforcement Case,Unfounded,4309 Porter St,525-964-24,4309 PORTER ST,FREMONT,94538,44506 VISTA GRANDE CT,FREMONT,CA,94539,"$143,558 ","$209,021 ","$352,579 "
8/20/2020,COD2021-00173,Code Enforcement Case,Abated,4086 Deep Creek Rd,543-411-9,4086 DEEP CREEK RD,FREMONT,94555,4086 DEEP CREEK RD,FREMONT,CA,94555,"$96,041 ","$151,381 ","$240,422 "
8/20/2020,COD2021-00172,Code Enforcement Case,Abated,34915 Oyster Bay Ter,543-428-36,34915 OYSTER BAY TER,FREMONT,94555,231 HELADO RD,FREMONT,CA,94539,"$121,153 ","$282,953 ","$404,106 "
8/20/2020,COD2021-00171,Code Enforcement Case,Unfounded,38165 Eggers Ct,501-1505-15,38165 EGGERS CT,FREMONT,94536,38165 EGGERS CT,FREMONT,CA,94536,"$155,924 ","$363,824 ","$512,748 "
8/20/2020,COD2021-00170,Code Enforcement Case,Unfounded,38171 Eggers Ct,501-1505-16,38171 EGGERS CT,FREMONT,94536,2187 MESA VERDE DR,MILPITAS,CA,95035,"$182,743 ","$426,400 ","$609,143 "
8/20/2020,COD2021-00169,Code Enforcement Case,Unfounded,5603 Willkie Pl,531-34-36,5603 WILLKIE PL,FREMONT,94538,3829 BOULDER NYON DR STRO,VALLEY,CA,94552,"$159,307 ","$371,717 ","$531,024 "
8/20/2020,COD2021-00168,Code Enforcement Case,Abated,4012 San Juan Ct,501-44-35,4012 SAN JUAN CT,FREMONT,94536,4012 SAN JUAN CT,FREMONT,CA,94536,"$275,627 ","$643,130 ","$911,757 "
8/20/2020,COD2021-00167,Code Enforcement Case,Abated,5601 Stewart Ave,,,,,,,,,,,
8/20/2020,COD2021-00166,Code Enforcement Case,Abated,38647 Spetti Ct,507-430-205,38647 SPETTI CT,FREMONT,94536,38647 SPETTI CT,FREMONT,CA,94536,"$148,497 ","$346,608 ","$488,105 "
8/20/2020,COD2021-00165,Code Enforcement Case,Unfounded,4610 Ridpath St,531-27-27,4610 RIDPATH ST,FREMONT,94538,4889 WHITFIELD AVE,FREMONT,CA,94536,"$81,220 ","$67,006 ","$148,226 "
8/20/2020,COD2021-00164,Code Enforcement Case,Unfounded,45203 Manzanita Ct,519-1676-70,45203 MANZANITA CT,FREMONT,94539,45203 MANZANITA CT,FREMONT,CA,94539,"$283,123 ","$660,621 ","$936,744 "
8/20/2020,COD2021-00163,Code Enforcement Case,Abated,720 Pickering Ave,,,,,,,,,,,
8/20/2020,COD2021-00162,Code Enforcement Case,Unfounded,41700 Grimmer Blvd,,,,,,,,,,,
8/20/2020,COD2021-00161,Code Enforcement Case,Referred,4525 Virio Cmn,501-80-200,4525 VIRIO CMN,FREMONT,94536,395 W CONEJO AVE MOUNTAIN,HOUSE,CA,95391,"$113,524 ","$264,799 ","$378,323 "
8/20/2020,COD2021-00160,Code Enforcement Case,Abated,41516 Fordham Ct,,,,,,,,,,,
8/20/2020,COD2021-00159,Code Enforcement Case,Abated,722 Bedford St,513-487-88,722 BEDFORD ST,FREMONT,94539,20152 WOLF CREEK RD GRASS,VALLEY,CA,95949,"$24,981 ","$90,360 ","$108,341 "
8/19/2020,COD2021-00158,Code Enforcement Case,Referred,403 L St,507-324-42,403 L ST,FREMONT,94536,409 L ST,FREMONT,CA,94536,"$31,496 ","$276,613 ","$308,109 "
8/19/2020,COD2021-00157,Code Enforcement Case,Abated,4461 Peralta Blvd,,,,,,,,,,,
8/18/2020,COD2021-00156,Code Enforcement Case,Referred,2319 Jackson St,525-475-9,2319 JACKSON ST,FREMONT,94539,2319 JACKSON ST,FREMONT,CA,94539,"$66,873 ","$98,817 ","$158,690 "
8/18/2020,COD2021-00155,Code Enforcement Case,Referred,43211 Calle Dolorosa,513-755-36,43211 CALLE DOLOROSA,FREMONT,94539,43211 LLE DOLOROSA,FREMONT,CA,94539,"$846,600 ","$1,976,760 ","$2,823,360 "
8/11/2020,COD2021-00154,Code Enforcement Case,Unfounded,40236 Hacienda Ct,525-3-58,40236 HACIENDA CT,FREMONT,94539,40236 HACIENDA CT,FREMONT,CA,94539,"$850,000 ","$775,000 ","$1,625,000 "
8/11/2020,COD2021-00153,Code Enforcement Case,Unfounded,4950 Thornton Ave,,,,,,,,,,,
8/11/2020,COD2021-00152,Code Enforcement Case,Under Investigation,35703 Gissing Pl,501-1801-24,35703 GISSING PL,FREMONT,94536,35703 GISSING PL,FREMONT,CA,94536,"$198,674 ","$488,849 ","$680,523 "
8/10/2020,COD2021-00151,Code Enforcement Case,Unfounded,3621 Independence Rd,525-1612-59,3621 INDEPENDENCE RD,FREMONT,94538,37732 GRANVILLE DR,FREMONT,CA,94536,"$67,261 ","$156,657 ","$223,918 "
8/10/2020,COD2021-00150,Code Enforcement Case,Abated,2895 Freeman Pl,543-318-1,2895 FREEMAN PL,FREMONT,94555,33659 PACHECO DR,FREMONT,CA,94555,"$247,991 ","$285,878 ","$526,869 "
8/10/2020,COD2021-00149,Code Enforcement Case,Abated,4388 San Juan Ave,,,,,,,,,,,
8/10/2020,COD2021-00148,Code Enforcement Case,Unfounded,1230 Austin St,525-231-19,1230 AUSTIN ST,FREMONT,94539,1230 AUSTIN ST,FREMONT,CA,94539,"$299,875 ","$699,708 ","$992,583 "
8/10/2020,COD2021-00147,Code Enforcement Case,Unfounded,5408 Borgia Rd,531-218-77,5408 BORGIA RD,FREMONT,94538,5408 BORGIA RD,FREMONT,CA,94538,"$169,954 ","$396,560 ","$559,514 "
8/8/2020,COD2021-00146,Code Enforcement Case,Under Investigation,2385 Marion Ave,525-471-4,2385 MARION AVE,FREMONT,94539,47586 GABLE CMN,FREMONT,CA,94539,"$900,000 ","$267,900 ","$1,167,900 "
8/7/2020,COD2021-00145,Code Enforcement Case,Unfounded,4533 Roderigo Ct,543-419-75,4533 RODERIGO CT,FREMONT,94555,4533 RODERIGO CT,FREMONT,CA,94555,"$60,696 ","$191,067 ","$244,763 "
8/7/2020,COD2021-00144,Code Enforcement Case,Unfounded,4825 Los Arboles Pl,501-607-124,4825 LOS ARBOLES PL,FREMONT,94536,4825 LOS ARBOLES PL,FREMONT,CA,94536,"$312,120 ","$630,482 ","$942,602 "
8/7/2020,COD2021-00143,Code Enforcement Case,Abated,4358 Fairwood St,525-1272-44,4358 FAIRWOOD ST,FREMONT,94538,4358 FAIRWOOD ST,FREMONT,CA,94538,"$228,993 ","$649,055 ","$871,048 "
8/7/2020,COD2021-00142,Code Enforcement Case,Unfounded,4800 Omar St # 1,,,,,,,,,,,
8/7/2020,COD2021-00141,Code Enforcement Case,Unfounded,4371 Gibraltar Dr,501-109-153,4371 GIBRALTAR DR,FREMONT,94536,4371 GIBRALTAR DR,FREMONT,CA,94536,"$230,821 ","$534,831 ","$758,652 "
8/7/2020,COD2021-00140,Code Enforcement Case,Unfounded,34779 Potomac River Pl,543-253-74,34779 POTOMAC RIVER PL,FREMONT,94555,PO BOX 70663,SUNNYVALE,CA,94086,"$104,253 ","$156,380 ","$260,633 "
8/7/2020,COD2021-00139,Code Enforcement Case,Abated,38416 Mission Blvd,507-527-21,38416 MISSION BLVD,FREMONT,94536,2744 E 11TH ST,OAKLAND,CA,94601,"$1,849,435 ","$616,478 ","$2,465,913 "
