Date,Record Number,Record Type,Status,Address,parcel_id,site_address,Site_city,Site_zip Code,mail_address,mail_city,mail_state,mail_zip,land_value,bldg_value,total_market_value
1/19/2021,COD2021-00561,Code Enforcement Case,Enforcement,34571 Lang Ave,543-403-89,34571 LANG AVE,FREMONT,94555,34571 LANG AVE,FREMONT,CA,94555,"$194,220 ","$453,180 ","$640,400 "
1/19/2021,COD2021-00562,Code Enforcement Case,Unfounded,37419 Fremont Blvd,501-536-20,37419  BLVD,FREMONT,94536,37419  BLVD,FREMONT,CA,94536,"$58,958 ","$167,538 ","$234,781 "
1/19/2021,COD2021-00563,Code Enforcement Case,Under Investigation,43114 Starr St,,,,,,,,,,,
1/19/2021,COD2021-00564,Code Enforcement Case,Under Investigation,36055 Turpin Way,507-32-43,36055 TURPIN WAY,FREMONT,94536,36055 TURPIN WAY,FREMONT,CA,94536,"$459,000 ","$749,700 ","$1,201,700 "
1/19/2021,COD2021-00565,Code Enforcement Case,Unfounded,4739 Mildred Dr,501-640-64,4739 MILDRED DR,FREMONT,94536,4739 MILDRED DR,FREMONT,CA,94536,"$459,000 ","$693,600 ","$1,152,600 "
1/19/2021,COD2021-00566,Code Enforcement Case,Unfounded,4343 Cahill St,525-964-102,4343 CAHILL ST,FREMONT,94538,4343 HILL ST,FREMONT,CA,94538,"$168,870 ","$492,259 ","$661,129 "
1/19/2021,COD2021-00567,Code Enforcement Case,Under Investigation,34500 Fremont Blvd # 92,,,,,,,,,,,
1/19/2021,COD2021-00568,Code Enforcement Case,Under Investigation,3124 Waugh Pl,543-282-10,3124 WAUGH PL,FREMONT,94536,3124 WAUGH PL,FREMONT,CA,94536,"$20,176 ","$69,273 ","$82,449 "
1/19/2021,COD2021-00569,Code Enforcement Case,Under Investigation,38952 Emrol Ave,501-751-52,38952 EMROL AVE,FREMONT,94536,38952 EMROL AVE,FREMONT,CA,94536,"$24,884 ","$73,891 ","$91,775 "
1/19/2021,COD2021-00570,Code Enforcement Case,Enforcement,43140 Christy St,,,,,,,,,,,
1/19/2021,COD2021-00571,Code Enforcement Case,Abated,42615 Hamilton Way,525-1646-39-1,42615 HAMILTON WAY,FREMONT,94538,43365 JEROME AVE,FREMONT,VA,94539,"$147,500 ","$342,291 ","$489,791 "
1/19/2021,COD2021-00572,Code Enforcement Case,Unfounded,41909 Albrae St # A,,,,,,,,,,,
1/19/2021,COD2021-00573,Code Enforcement Case,Unfounded,39161 Logan Dr,501-958-23,39161 LOGAN DR,FREMONT,94538,39148 LOGAN DR,FREMONT,CA,94538,"$172,017 ","$401,374 ","$573,391 "
1/19/2021,COD2021-00574,Code Enforcement Case,Enforcement,36055 Asquith Pl,501-113-94,36055 ASQUITH PL,FREMONT,94536,36055 ASQUITH PL,FREMONT,CA,94536,"$20,849 ","$63,669 ","$77,518 "
1/19/2021,COD2021-00575,Code Enforcement Case,Unfounded,39148 Logan Dr,501-957-62,39148 LOGAN DR,FREMONT,94538,39148 LOGAN DR,FREMONT,CA,94538,"$108,621 ","$253,910 ","$355,531 "
1/19/2021,COD2021-00576,Code Enforcement Case,Unfounded,43840 Greenhills Way,513-718-1,43840 GREENHILLS WAY,FREMONT,94539,43840 GREENHILLS WAY,FREMONT,CA,94539,"$236,515 ","$551,868 ","$781,383 "
1/19/2021,COD2021-00577,Code Enforcement Case,Enforcement,38081 Temple Way,501-1278-59,38081 TEMPLE WAY,FREMONT,94536,38081 TEMPLE WAY,FREMONT,CA,94536,"$432,968 ","$389,671 ","$822,639 "
1/19/2021,COD2021-00578,Code Enforcement Case,Under Investigation,36065 Easterday Way,507-792-38,36065 EASTERDAY WAY,FREMONT,94536,36065 EASTERDAY WAY,FREMONT,CA,94536,"$70,954 ","$295,868 ","$366,822 "
1/19/2021,COD2021-00579,Code Enforcement Case,Unfounded,4520 Thornton Ave,501-456-156,4520 THORNTON AVE,FREMONT,94536,4520 THORNTON AVE 24,FREMONT,CA,94536,"$84,114 ","$196,266 ","$273,380 "
1/19/2021,COD2021-00580,Code Enforcement Case,Unfounded,1522 Blackfoot Dr,,,,,,,,,,,
1/19/2021,COD2021-00581,Code Enforcement Case,Unfounded,4184 Bay St,525-680-1-56,4184 BAY ST,FREMONT,94538,5080 BRIAN CT,FREMONT,CA,94538,"$172,870 ","$403,365 ","$576,235 "
1/19/2021,COD2021-00582,Code Enforcement Case,Unfounded,35829 Cadiz Dr,,,,,,,,,,,
1/19/2021,COD2021-00583,Code Enforcement Case,Under Investigation,38526 Blacow Rd,501-642-67,38526 BLACOW RD,FREMONT,94536,38526 BLACOW RD,FREMONT,CA,94536,"$227,476 ","$530,778 ","$758,254 "
1/19/2021,COD2021-00584,Code Enforcement Case,Unfounded,4426 Peralta Blvd,501-521-13-5,4426 PERALTA BLVD,FREMONT,94536,43534 GALLEGO AVE,FREMONT,CA,94539,"$164,422 ","$383,652 ","$548,074 "
1/19/2021,COD2021-00585,Code Enforcement Case,Abated,4368 Torres Ave,501-42-88,4368 TORRES AVE,FREMONT,94536,4368 TORRES AVE,FREMONT,CA,94536,"$271,459 ","$633,406 ","$897,865 "
1/15/2021,COD2021-00557,Code Enforcement Case,Enforcement,1270 Beethoven Cmn # 106,,,,,,,,,,,
1/15/2021,COD2021-00556,Code Enforcement Case,Enforcement,3909 Stevenson Blvd # 8A,,,,,,,,,,,
1/15/2021,COD2021-00555,Code Enforcement Case,Enforcement,4580 De Silva St,525-966-106,4580 DE SILVA ST,FREMONT,94538,4580 DE SILVA ST,FREMONT,CA,94538,"$266,888 ","$622,740 ","$882,628 "
1/15/2021,COD2021-00554,Code Enforcement Case,Enforcement,252 Washington Blvd,,,,,,,,,,,
1/13/2021,COD2021-00553,Code Enforcement Case,Abated,32976 Great Salt Lake Dr,,,,,,,,,,,
1/13/2021,COD2021-00552,Code Enforcement Case,Under Investigation,48767 Kato Rd,,,,,,,,,,,
1/12/2021,COD2021-00551,Code Enforcement Case,Abated,39195 Farwell Dr,,,,,,,,,,,
1/11/2021,COD2021-00550,Code Enforcement Case,Abated,3244 Rockett Dr,525-782-12,3244 ROCKETT DR,FREMONT,94538,4368 DELAWARE DR,FREMONT,CA,94538,"$91,131 ","$212,639 ","$303,770 "
1/8/2021,ENV2021-00018,Environmental Case,Case Closed,4001 Nicolet Ave,,,,,,,,,,,
1/7/2021,COD2021-00549,Code Enforcement Case,Abated,41500 Blacow Rd,525-976-21-2,41500 BLACOW RD,FREMONT,94538,17888 COCHRANE RD MORGAN,HILL,CA,95037,"$332,453 ",$0 ,"$332,453 "
1/6/2021,COD2021-00548,Code Enforcement Case,Abated,4262 Central Ave # 220,,,,,,,,,,,
1/5/2021,COD2021-00547,Code Enforcement Case,Referred,38911 Altura St,507-787-27,38911 ALTURA ST,FREMONT,94536,6820 CORTE DE FLORES,PLEASANTON,CA,94566,"$222,870 ","$520,031 ","$742,901 "
1/5/2021,COD2021-00546,Code Enforcement Case,Referred,38911 Altura St,507-787-27,38911 ALTURA ST,FREMONT,94536,6820 CORTE DE FLORES,PLEASANTON,CA,94566,"$222,870 ","$520,031 ","$742,901 "
12/29/2020,COD2021-00536,Code Enforcement Case,Under Investigation,36761 Ada Ave,501-80-33,36761 ADA AVE,FREMONT,94536,36761 ADA AVE,FREMONT,CA,94536,"$248,519 ","$579,879 ","$821,398 "
12/29/2020,COD2021-00537,Code Enforcement Case,Under Investigation,4437 Glidden Way,501-751-9,4437 GLIDDEN WAY,FREMONT,94536,1044 OAKRIDGE DR,FREMONT,CA,94539,"$131,775 ","$226,363 ","$358,138 "
12/29/2020,COD2021-00538,Code Enforcement Case,Unfounded,196 Mill Creek Rd,513-401-11-3,196 MILL CREEK RD,FREMONT,94539,475 WILLOW SPRINGS RD MORGAN,HILL,CA,95037,"$25,781 ","$84,518 ","$110,299 "
12/29/2020,COD2021-00539,Code Enforcement Case,Unfounded,38239 Fremont Blvd,501-749-5-3,38239  BLVD,FREMONT,94536,333 HEGENBERGER RD 200,OAKLAND,CA,94621,"$2,059,992 ","$20,808 ","$2,080,800 "
12/29/2020,COD2021-00540,Code Enforcement Case,Abated,37591 Third St,,,,,,,,,,,
12/29/2020,COD2021-00541,Code Enforcement Case,Unfounded,41811 Albrae St,,,,,,,,,,,
12/29/2020,COD2021-00542,Code Enforcement Case,Abated,3236 Peralta Blvd,501-1507-2,3236 PERALTA BLVD,FREMONT,94536,3236 PERALTA BLVD,FREMONT,CA,94536,"$22,642 ","$40,677 ","$56,319 "
12/29/2020,COD2021-00543,Code Enforcement Case,Abated,38001 Fremont Blvd,501-740-1-1,38001  BLVD,FREMONT,94536,38001  BLVD,FREMONT,CA,94536,"$56,046 ","$78,465 ","$127,511 "
12/29/2020,COD2021-00544,Code Enforcement Case,Unfounded,34158 Audrey Ct,543-442-150,34158 AUDREY CT,FREMONT,94555,34158 AUDREY CT,FREMONT,CA,94555,"$202,672 ","$472,903 ","$675,575 "
12/29/2020,COD2021-00545,Code Enforcement Case,Under Investigation,34146 Audrey Ct,543-442-152,34146 AUDREY CT,FREMONT,94555,34146 AUDREY CT,FREMONT,CA,94555,"$312,722 ","$729,686 ","$1,035,408 "
12/28/2020,COD2021-00535,Code Enforcement Case,Abated,39363 Argonaut Way,501-954-21,39363 ARGONAUT WAY,FREMONT,94538,39363 ARGONAUT WAY,FREMONT,CA,94538,"$130,925 ","$305,493 ","$436,418 "
12/28/2020,COD2021-00534,Code Enforcement Case,Enforcement,44837 Lynx Dr,519-1706-93,44837 LYNX DR,FREMONT,94539,6190 SKYLINE BLVD,BURLINGAME,CA,94010,"$406,980 ","$949,620 ","$1,356,600 "
12/28/2020,COD2021-00533,Code Enforcement Case,Enforcement,40777 High St,,,,,,,,,,,
12/23/2020,COD2021-00532,Code Enforcement Case,Referred,4181 Irvington Ave,,,,,,,,,,,
12/22/2020,COD2021-00531,Code Enforcement Case,Enforcement,4474 Calypso Ter,543-251-98,4474 CALYPSO TER,FREMONT,94555,4474 LYPSO TER,FREMONT,CA,94555,"$116,654 ","$272,194 ","$381,848 "
12/22/2020,COD2021-00530,Code Enforcement Case,Unfounded,39636 Whitecap Way,531-22-183,39636 WHITECAP WAY,FREMONT,94538,39636 WHITEP WAY,FREMONT,CA,94538,"$286,524 ","$585,358 ","$871,882 "
12/22/2020,COD2021-00529,Code Enforcement Case,Unfounded,2491 Corriea Way,525-123-193,2491 CORRIEA WAY,FREMONT,94539,2491 CORRIEA WAY,FREMONT,CA,94539,"$240,240 ","$560,560 ","$793,800 "
12/22/2020,COD2021-00528,Code Enforcement Case,Abated,492 Mowry Ave,,,,,,,,,,,
12/22/2020,COD2021-00527,Code Enforcement Case,Unfounded,4154 Lombard Ave # A,,,,,,,,,,,
12/22/2020,COD2021-00526,Code Enforcement Case,Referred,39688 Blacow Rd,531-14-102,39688 BLACOW RD,FREMONT,94538,39688 BLACOW RD,FREMONT,CA,94538,"$357,000 ","$578,850 ","$928,850 "
12/22/2020,COD2021-00525,Code Enforcement Case,Enforcement,41915 Mckay St,,,,,,,,,,,
12/22/2020,COD2021-00524,Code Enforcement Case,Abated,42137 Palm Ave,513-485-9-2,42137 PALM AVE,FREMONT,94539,200 FIGUERES AVE 245 SAN,JOSE,CA,95116,"$948,302 ","$908,861 ","$1,857,163 "
12/14/2020,COD2021-00523,Code Enforcement Case,Enforcement,2657 Bailey Ct,501-1534-165,2657 BAILEY CT,FREMONT,94536,2657 BAILEY CT,FREMONT,CA,94536,"$130,375 ","$488,014 ","$618,389 "
12/14/2020,COD2021-00522,Code Enforcement Case,Under Investigation,39369 Ide Ct,501-959-151,39369 IDE CT,FREMONT,94538,39369 IDE CT,FREMONT,CA,94538,"$211,844 ","$497,424 ","$702,268 "
12/14/2020,COD2021-00521,Code Enforcement Case,Unfounded,5505 Stevenson Blvd,531-32-3,5505 STEVENSON BLVD,FREMONT,94538,3669 MT DIABLO BLVD,LAFAYETTE,CA,94549,"$1,632,642 ",$0 ,"$1,632,642 "
12/14/2020,COD2021-00520,Code Enforcement Case,Referred,49038 Milmont Dr,,,,,,,,,,,
12/14/2020,COD2021-00519,Code Enforcement Case,Abated,46494 Mission Blvd,519-1244-79-7,46494 MISSION BLVD,FREMONT,94539,46494 MISSON BLVD,FREMONT,CA,94539,"$80,197 ",$0 ,"$80,197 "
12/11/2020,COD2021-00511,Code Enforcement Case,Enforcement,41739 Meiggs St,525-1116-64,41739 MEIGGS ST,FREMONT,94538,41739 MEIGGS ST,FREMONT,CA,94538,"$100,737 ","$235,055 ","$328,792 "
12/11/2020,COD2021-00518,Code Enforcement Case,Unfounded,42123 Palm Ave,513-485-8,42123 PALM AVE,FREMONT,94539,42123 PALM AVE,FREMONT,CA,94539,"$73,939 ","$38,025 ","$104,964 "
12/11/2020,COD2021-00517,Code Enforcement Case,Enforcement,4759 Selkirk St,531-27-40,4759 SELKIRK ST,FREMONT,94538,4759 SELKIRK ST,FREMONT,CA,94538,"$324,726 ","$676,512 ","$1,001,238 "
12/11/2020,COD2021-00516,Code Enforcement Case,Unfounded,251 Saint Nicholas Ct,525-251-21,251 SAINT NICHOLAS CT,FREMONT,94539,251 SAINT NICHOLAS CT,FREMONT,CA,94539,"$35,197 ","$67,256 ","$95,453 "
12/11/2020,COD2021-00515,Code Enforcement Case,Unfounded,34258 Trampini Cmn,543-462-38,34258 TRAMPINI CMN 81,FREMONT,94555,34258 TRAMPINI CMN 81,FREMONT,CA,94555,"$262,751 ","$613,087 ","$875,838 "
12/11/2020,COD2021-00514,Code Enforcement Case,Unfounded,114 Visa Ct,531-218-67,114 VISA CT,FREMONT,94538,114 VISA CT,FREMONT,CA,94538,"$204,750 ","$477,750 ","$675,500 "
12/11/2020,COD2021-00513,Code Enforcement Case,Enforcement,350 Franciscan Ct,519-1246-1,350 FRANCISCAN CT,FREMONT,94539,105 VALLE VISTA DR,DANVILLE,CA,94526,"$130,252 ","$309,378 ","$453,618 "
12/11/2020,COD2021-00512,Code Enforcement Case,Under Investigation,37891 Second St,,,,,,,,,,,
12/9/2020,COD2021-00510,Code Enforcement Case,Abated,48800 Warm Springs Blvd,,,,,,,,,,,
12/9/2020,COD2021-00509,Code Enforcement Case,Under Investigation,4209 Technology Dr,525-1652-1-1,4209 TECHNOLOGY DR,FREMONT,94538,2390 EL MINO REAL 210 PALO,ALTO,CA,94306,"$8,999,460 ","$11,458,068 ","$20,457,528 "
12/9/2020,COD2021-00508,Code Enforcement Case,Enforcement,4174 Technology Dr,525-1250-61,4174 TECHNOLOGY DR,FREMONT,94538,4050 TECHNOLOGY DR,FREMONT,CA,94538,"$1,648,380 ","$1,850,932 ","$3,499,312 "
12/9/2020,COD2021-00507,Code Enforcement Case,Enforcement,4050 Technology Pl,525-1250-60,4050 TECHNOLOGY PL,FREMONT,94538,4050 TECHNOLOGY PL,FREMONT,CA,94538,"$2,122,400 ","$5,836,600 ","$7,959,000 "
12/9/2020,COD2021-00506,Code Enforcement Case,Unfounded,35668 Chaplin Dr,501-1812-148,35668 CHAPLIN DR,FREMONT,94536,83 FAIRMONT DR DALY,CITY,CA,94015,"$47,360 ","$341,185 ","$388,545 "
12/9/2020,COD2021-00505,Code Enforcement Case,Unfounded,290 Hirsch Ter,507-62-33,290 HIRSCH TER,FREMONT,94536,290 HIRSCH TER,FREMONT,CA,94536,"$81,789 ","$190,842 ","$265,631 "
12/9/2020,COD2021-00504,Code Enforcement Case,Abated,41180 Fremont Blvd,,,,,,,,,,,
12/9/2020,COD2021-00503,Code Enforcement Case,Unfounded,490 Calistoga Cir,507-805-23,490 CALISTOGA CIR,FREMONT,94536,39120 ARGONAUT WAY 350,FREMONT,CA,94538,"$155,408 ","$349,823 ","$505,231 "
12/8/2020,COD2021-00502,Code Enforcement Case,Under Investigation,4572 Gertrude Dr,501-956-74,4572 GERTRUDE DR,FREMONT,94536,4572 GERTRUDE DR,FREMONT,CA,94536,"$61,512 ","$64,412 ","$118,924 "
12/7/2020,COD2021-00501,Code Enforcement Case,Abated,3349 Baylis St,525-801-16,3349 BAYLIS ST,FREMONT,94538,3349 BAYLIS ST,FREMONT,CA,94538,"$425,000 ","$80,000 ","$505,000 "
12/7/2020,COD2021-00500,Code Enforcement Case,Under Investigation,43077 Osgood Rd,,,,,,,,,,,
12/7/2020,COD2021-00499,Code Enforcement Case,Abated,37248 Dondero Way,501-405-16,37248 DONDERO WAY,FREMONT,94536,37248 DONDERO WAY,FREMONT,CA,94536,"$286,110 ","$436,968 ","$716,078 "
12/7/2020,COD2021-00498,Code Enforcement Case,Referred,37309 Blacow Rd,,,,,,,,,,,
12/7/2020,COD2021-00497,Code Enforcement Case,Abated,37365 Centralmont Pl,501-350-2-19,37365 CENTRALMONT PL,FREMONT,94536,37365 CENTRALMONT PL,FREMONT,CA,94536,"$1,244,776 ","$1,403,683 ",$0 
11/30/2020,COD2021-00496,Code Enforcement Case,Enforcement,43211 Calle Dolorosa,,,,,,,,,,,
11/27/2020,COD2021-00495,Code Enforcement Case,Received,4736 Selkirk St,531-27-104,4736 SELKIRK ST,FREMONT,94538,4736 SELKIRK ST,FREMONT,CA,94538,"$201,756 ","$481,413 ","$683,169 "
11/25/2020,COD2021-00494,Code Enforcement Case,Referred,3302 Sutton Loop,501-1507-80,3302 SUTTON LOOP,FREMONT,94536,3302 SUTTON LOOP,FREMONT,CA,94536,"$329,676 ","$631,879 ","$954,555 "
11/25/2020,COD2021-00493,Code Enforcement Case,Unfounded,922 Sundance Dr,519-1671-51,922 SUNDANCE DR,FREMONT,94539,922 SUNDANCE DR,FREMONT,CA,94539,"$1,020,000 ","$1,326,000 ","$2,339,000 "
11/25/2020,COD2021-00492,Code Enforcement Case,Under Investigation,41081 Fremont Blvd,,,,,,,,,,,
11/25/2020,COD2021-00491,Code Enforcement Case,Enforcement,34429 Redgrave Pl,543-312-97,34429 REDGRAVE PL,FREMONT,94555,34429 REDGRAVE PL,FREMONT,CA,94555,"$125,505 ","$291,974 ","$410,479 "
11/24/2020,COD2021-00490,Code Enforcement Case,Unfounded,37416 Willowood Dr,501-551-2,37416 WILLOWOOD DR,FREMONT,94536,37416 WILLOWOOD DR,FREMONT,CA,94536,"$127,516 ","$297,539 ","$425,055 "
11/24/2020,COD2021-00489,Code Enforcement Case,Under Investigation,40742 Creston St,525-973-100,40742 CRESTON ST,FREMONT,94538,40742 CRESTON ST,FREMONT,CA,94538,"$103,510 ","$241,259 ","$337,769 "
11/24/2020,COD2021-00488,Code Enforcement Case,Abated,42984 Applewood St,,,,,,,,,,,
11/24/2020,COD2021-00487,Code Enforcement Case,Unfounded,3558 Jamestown Rd,525-1612-103,3558 JAMESTOWN RD,FREMONT,94538,3558 JAMESTOWN RD,FREMONT,CA,94538,"$160,332 ","$374,108 ","$527,440 "
11/24/2020,COD2021-00486,Code Enforcement Case,Unfounded,38700 Tyson Ln,507-823-4,38700 TYSON LN 104A,FREMONT,94536,38700 TYSON LN 104A,FREMONT,CA,94536,"$150,878 ","$352,425 ","$496,303 "
11/24/2020,COD2021-00485,Code Enforcement Case,Abated,4463 Margery Dr,525-961-17,4463 MARGERY DR,FREMONT,94538,4116 MROSE AVE,LIVERMORE,CA,94551,"$150,123 ","$350,288 ","$500,411 "
11/24/2020,COD2021-00484,Code Enforcement Case,Under Investigation,4123 Baine Ave # 304b,,,,,,,,,,,
11/24/2020,COD2021-00483,Code Enforcement Case,Unfounded,4779 Boone Dr,531-28-15,4779 BOONE DR,FREMONT,94538,4779 BOONE DR,FREMONT,CA,94538,"$318,360 ","$583,660 ","$902,020 "
11/24/2020,COD2021-00482,Code Enforcement Case,Under Investigation,4471 Doane St,525-1261-83,4471 DOANE ST,FREMONT,94538,4471 DOANE ST,FREMONT,CA,94538,"$169,246 ","$399,571 ","$561,817 "
11/24/2020,COD2021-00481,Code Enforcement Case,Unfounded,41190 Thurston St,525-1119-32,41190 THURSTON ST,FREMONT,94538,41190 THURSTON ST,FREMONT,CA,94538,"$22,891 ","$99,734 ","$122,625 "
11/23/2020,COD2021-00480,Code Enforcement Case,Under Investigation,37576 Mission Blvd,507-85-14,37576 MISSION BLVD,FREMONT,94536,2421 COUNTRY DR,FREMONT,CA,94536,"$146,083 ","$96,352 ","$242,435 "
11/22/2020,COD2021-00479,Code Enforcement Case,Unfounded,2382 Castillejo Way,525-353-25-1,2382 CASTILLEJO WAY,FREMONT,94539,2382 STILLEJO WAY,FREMONT,CA,94539,"$624,240 ","$1,586,430 ","$2,203,670 "
11/21/2020,COD2021-00478,Code Enforcement Case,Unfounded,37463 Stonewood Dr,501-556-33,37463 STONEWOOD DR,FREMONT,94536,37463 STONEWOOD DR,FREMONT,CA,94536,"$20,625 ","$42,819 ","$56,444 "
11/20/2020,COD2021-00471,Code Enforcement Case,Unfounded,34434 Bentley Pl,543-312-85,34434 BENTLEY PL,FREMONT,94555,577 SANTA ROSALIA TER,SUNNYVALE,CA,94085,"$137,816 ","$321,571 ","$459,387 "
11/20/2020,COD2021-00472,Code Enforcement Case,Abated,3900 Mowry Ave,,,,,,,,,,,
11/20/2020,COD2021-00473,Code Enforcement Case,Abated,4567 Alhambra Dr,543-385-25,4567 ALHAMBRA DR,FREMONT,94536,4567 ALHAMBRA DR,FREMONT,CA,94536,"$259,780 ","$602,907 ","$855,687 "
11/20/2020,COD2021-00474,Code Enforcement Case,Abated,405 Rancho Arroyo Pkwy # 167,,,,,,,,,,,
11/20/2020,COD2021-00475,Code Enforcement Case,Unfounded,10 Japala Ct,519-1669-42,10 JAPALA CT,FREMONT,94539,10 JAPALA CT,FREMONT,CA,94539,"$420,346 ","$638,326 ","$1,051,672 "
11/20/2020,COD2021-00476,Code Enforcement Case,Unfounded,39502 Sundale Ct,501-971-12,39502 SUNDALE CT,FREMONT,94538,39502 SUNDALE CT,FREMONT,CA,94538,"$408,000 ","$474,300 ","$882,300 "
11/20/2020,COD2021-00477,Code Enforcement Case,Unfounded,5168 Mowry Ave,,,,,,,,,,,
11/19/2020,COD2021-00470,Code Enforcement Case,Enforcement,37518 Wilburn Pl,501-551-25,37518 WILBURN PL,FREMONT,94536,1651 NEWHALL ST SANTA,CLARA,CA,95050,"$500,000 ","$1,028,000 ","$1,528,000 "
11/18/2020,COD2021-00469,Code Enforcement Case,Enforcement,4620 Nelson St,501-962-88,4620 NELSON ST,FREMONT,94538,4618 REED CT,FREMONT,CA,94538,"$408,000 ","$510,000 ","$918,000 "
11/18/2020,COD2021-00468,Code Enforcement Case,Unfounded,40213 Antigua Rose Ter,525-1674-56,40213 ANTIGUA ROSE TER,FREMONT,94538,40213 ANTIGUA ROSE TER,FREMONT,CA,94538,"$223,065 ","$520,485 ","$743,550 "
11/16/2020,COD2021-00467,Code Enforcement Case,Referred,3685 Nutwood Ter # 114,,,,,,,,,,,
11/16/2020,COD2021-00466,Code Enforcement Case,Unfounded,246 Grove Ave,513-609-41,246 GROVE AVE,FREMONT,94539,10 VALLEY VISTA CT,FREMONT,CA,94539,"$530,600 ","$445,704 ","$976,304 "
11/16/2020,COD2021-00465,Code Enforcement Case,Referred,38631 Fremont Blvd,501-900-20,38631  BLVD,FREMONT,94536,40849  BLVD,FREMONT,CA,94538,"$3,641,400 ",$0 ,"$3,641,400 "
11/16/2020,COD2021-00464,Code Enforcement Case,Abated,1046 Bonner Ave,507-405-37,1046 BONNER AVE,FREMONT,94536,523 HUBBARD AVE SANTA,CLARA,CA,95051,"$424,480 ","$529,538 ","$954,018 "
11/16/2020,COD2021-00463,Code Enforcement Case,Enforcement,3978 Haven Ave,525-611-113,3978 HAVEN AVE,FREMONT,94538,3027 BEARD RD,FREMONT,CA,94555,"$285,821 ",$0 ,"$285,821 "
11/16/2020,COD2021-00462,Code Enforcement Case,Abated,3985 Haven Ave,525-611-112,3985 HAVEN AVE,FREMONT,94538,3027 BEARD RD,FREMONT,CA,94555,"$285,821 ",$0 ,"$285,821 "
11/16/2020,COD2021-00461,Code Enforcement Case,Abated,3825 Haven Ave,525-611-21,3825 HAVEN AVE,FREMONT,94538,3825 HAVEN AVE,FREMONT,CA,94538,"$432,968 ","$514,149 ","$947,117 "
11/16/2020,COD2021-00460,Code Enforcement Case,Enforcement,35156 Cabrillo Dr,543-390-51,35156 CABRILLO DR,FREMONT,94536,35156 BRILLO DR,FREMONT,CA,94536,"$165,734 ","$474,581 ","$633,315 "
11/16/2020,COD2021-00459,Code Enforcement Case,Abated,345 Las Palmas Ct,,,,,,,,,,,
11/16/2020,COD2021-00458,Code Enforcement Case,Abated,43340 Paseo Padre Pkwy,,,,,,,,,,,
11/16/2020,COD2021-00457,Code Enforcement Case,Unfounded,102 Mayten Way,519-1202-106,102 MAYTEN WAY,FREMONT,94539,102 MAYTEN WAY,FREMONT,CA,94539,"$186,052 ","$434,121 ","$620,173 "
11/16/2020,COD2021-00456,Code Enforcement Case,Referred,3125 Osgood Ct,525-325-54,3125 OSGOOD CT B,FREMONT,94539,3060 JOY MEADOW AVE,HENDERSON,NV,89074,"$594,061 ","$819,355 ","$1,413,416 "
11/16/2020,COD2021-00455,Code Enforcement Case,Under Investigation,4453 Porter St,525-964-40,4453 PORTER ST,FREMONT,94538,4453 PORTER ST,FREMONT,CA,94538,"$113,461 ","$264,743 ","$378,204 "
11/14/2020,COD2021-00454,Code Enforcement Case,Received,,,,,,,,,,,,
11/13/2020,COD2021-00441,Code Enforcement Case,Abated,34170 Langhorn Ct,543-317-50,34170 LANGHORN CT,FREMONT,94555,34170 LANGHORN CT,FREMONT,CA,94555,"$125,635 ","$293,149 ","$418,784 "
11/13/2020,COD2021-00442,Code Enforcement Case,Abated,46809 Warm Springs Blvd,,,,,,,,,,,
11/13/2020,COD2021-00443,Code Enforcement Case,Unfounded,3501 Lancaster Ct,,,,,,,,,,,
11/13/2020,COD2021-00453,Code Enforcement Case,Received,,,,,,,,,,,,
11/13/2020,COD2021-00452,Code Enforcement Case,Under Investigation,863 Ridgeview Ter,507-798-19,863 RIDGEVIEW TER,FREMONT,94536,863 RIDGEVIEW TER,FREMONT,CA,94536,"$113,292 ","$264,349 ","$377,641 "
11/13/2020,COD2021-00451,Code Enforcement Case,Enforcement,4657 Joanna Ct,543-389-11-2,4657 JOANNA CT,FREMONT,94536,4657 JOANNA CT,FREMONT,CA,94536,"$173,593 ","$405,052 ","$571,645 "
11/13/2020,COD2021-00450,Code Enforcement Case,Abated,41094 Fremont Blvd,,,,,,,,,,,
11/13/2020,COD2021-00449,Code Enforcement Case,Under Investigation,2732 Parkside Dr,501-1534-28,2732 PARKSIDE DR,FREMONT,94536,1001 SIOUX CT,FREMONT,CA,94539,"$34,287 ","$133,152 ","$160,439 "
11/13/2020,COD2021-00448,Code Enforcement Case,Abated,41047 Fremont Blvd,,,,,,,,,,,
11/13/2020,COD2021-00447,Code Enforcement Case,Unfounded,41025 Trimboli Way,525-680-1-54,41025 TRIMBOLI WAY,FREMONT,94538,47 PALACIO CT,FREMONT,CA,94539,"$997,359 ","$473,143 ","$1,470,502 "
11/13/2020,COD2021-00446,Code Enforcement Case,Enforcement,35995 Fremont Blvd,501-115-53,35995  BLVD,FREMONT,94536,PO BOX 308 SAN,RAMON,CA,94583,"$4,016,610 ","$9,986,363 ","$14,088,498 "
11/13/2020,COD2021-00445,Code Enforcement Case,Under Investigation,3332 Kipling Pl,501-1803-42,3332 KIPLING PL,FREMONT,94536,3332 KIPLING PL,FREMONT,CA,94536,"$213,824 ","$498,922 ","$705,746 "
11/13/2020,COD2021-00444,Code Enforcement Case,Unfounded,,,,,,,,,,,,
11/12/2020,COD2021-00438,Code Enforcement Case,Unfounded,4366 Bidwell Dr,501-965-77,4366 BIDWELL DR,FREMONT,94538,4366 BIDWELL DR,FREMONT,CA,94538,"$153,983 ","$402,861 ","$549,844 "
